registry,package,downloads,latest_version,version_count,stable_version_count,first_release,latest_release,github_url,registry_url,doc_site_url,readme_file,has_readme,docs_folder_count,docs_folder_files,error
rubygems,terminal-notifier,132240502.0,3.1.0,19,19,2012-07-28,2026-08-30,https://github.com/julienxx/terminal-notifier,https://rubygems.org/gems/terminal-notifier,https://rubydoc.info/gems/terminal-notifier,README.markdown,Yes,0,,
rubygems,redcarpet,132235149.0,3.6.1,75,71,2011-03-29,2025-02-25,https://github.com/vmg/redcarpet,https://rubygems.org/gems/redcarpet,https://www.rubydoc.info/gems/redcarpet/3.6.1,README.markdown,Yes,0,,
rubygems,money,131943841.0,7.1.1,105,89,2009-07-25,2026-07-31,https://github.com/rubymoney/money,https://rubygems.org/gems/money,https://rubymoney.github.io/money,README.md,Yes,0,,
rubygems,foreman,131797828.0,0.90.0,180,159,2010-05-20,2025-07-27,https://github.com/ddollar/foreman,https://rubygems.org/gems/foreman,https://www.rubydoc.info/gems/foreman/0.90.0,README.md,Yes,0,,
rubygems,simctl,131346760.0,1.6.10,33,33,2015-12-24,2023-01-26,https://github.com/plu/simctl,https://rubygems.org/gems/simctl,http://www.rubydoc.info/gems/simctl,README.md,Yes,0,,
rubygems,equalizer,131102941.0,1.0.0,11,11,2012-11-22,2026-03-20,https://github.com/dkubb/equalizer,https://rubygems.org/gems/equalizer,https://rubydoc.info/gems/equalizer/,README.md,Yes,0,,
rubygems,pp,131012006.0,0.6.4,11,11,2020-09-18,2026-06-22,https://github.com/ruby/pp,https://rubygems.org/gems/pp,https://rubydoc.info/gems/pp,,No,0,,
rubygems,nori,131010843.0,2.9.1,28,28,2011-04-30,2026-07-05,https://github.com/savonrb/nori,https://rubygems.org/gems/nori,https://www.rubydoc.info/gems/nori/2.9.1,README.md,Yes,0,,
rubygems,database_cleaner-active_record,130833275.0,2.2.2,12,8,2020-01-30,2025-07-30,https://github.com/databasecleaner/database_cleaner-active_record,https://rubygems.org/gems/database_cleaner-active_record,https://rubydoc.info/gems/database_cleaner-active_record,README.md,Yes,0,,
rubygems,countries,130269882.0,8.1.0,103,98,2009-12-24,2026-01-02,https://github.com/hexorx/countries,https://rubygems.org/gems/countries,https://rubydoc.info/gems/countries,,No,0,,
rubygems,virtus,130058206.0,2.0.0,37,29,2011-06-04,2021-06-07,https://github.com/solnic/virtus,https://rubygems.org/gems/virtus,https://www.rubydoc.info/gems/virtus/2.0.0,README.md,Yes,0,,
rubygems,aws-sdk-ses,129879364.0,1.102.0,114,103,2017-08-29,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-ses,https://rubydoc.info/gems/aws-sdk-ses,,No,0,,
rubygems,guard-rspec,128676589.0,4.7.3,103,101,2010-10-08,2016-07-29,https://github.com/guard/guard-rspec,https://rubygems.org/gems/guard-rspec,http://github.com/guard/guard-rspec#readme,README.md,Yes,0,,
rubygems,lint_roller,128585445.0,1.1.0,2,2,2023-04-15,2023-07-07,https://github.com/standardrb/lint_roller,https://rubygems.org/gems/lint_roller,https://rubydoc.info/gems/lint_roller,README.md,Yes,0,,
rubygems,dalli,128525995.0,5.1.0,95,95,2010-08-21,2026-08-16,https://github.com/petergoldstein/dalli,https://rubygems.org/gems/dalli,https://rubydoc.info/gems/dalli,README.md,Yes,0,,
rubygems,ed25519,128302443.0,1.4.0,19,19,2017-12-11,2025-05-04,https://github.com/rubycrypto/ed25519,https://rubygems.org/gems/ed25519,https://www.rubydoc.info/gems/ed25519/1.4.0,README.md,Yes,0,,
rubygems,ruby-vips,128288515.0,2.3.0,53,53,2012-06-21,2025-12-10,https://github.com/libvips/ruby-vips,https://rubygems.org/gems/ruby-vips,https://www.rubydoc.info/gems/ruby-vips,README.md,Yes,0,,
rubygems,axiom-types,128151234.0,0.1.1,7,7,2013-03-17,2014-03-27,https://github.com/dkubb/axiom-types,https://rubygems.org/gems/axiom-types,https://www.rubydoc.info/gems/axiom-types/0.1.1,README.md,Yes,0,,
rubygems,redis-rack,127403690.0,3.0.0,28,23,2011-09-08,2023-12-04,,https://rubygems.org/gems/redis-rack,http://redis-store.org/redis-rack,README.md,Yes,0,,
rubygems,aws-sdk-firehose,127304152.0,1.112.0,128,114,2017-08-29,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-firehose,https://rubydoc.info/gems/aws-sdk-firehose,,No,0,,
rubygems,rqrcode,127155990.0,3.2.0,34,33,2009-07-25,2026-01-08,https://github.com/whomwah/rqrcode,https://rubygems.org/gems/rqrcode,https://rubydoc.info/gems/rqrcode,README.md,Yes,0,,
rubygems,database_cleaner-core,126925338.0,2.1.0,5,3,2021-01-31,2026-06-01,https://github.com/databasecleaner/database_cleaner,https://rubygems.org/gems/database_cleaner-core,https://www.rubydoc.info/gems/database_cleaner-core/2.1.0,README.markdown,Yes,0,,
rubygems,gyoku,126801835.0,1.4.0,22,22,2010-11-29,2022-04-01,https://github.com/savonrb/gyoku,https://rubygems.org/gems/gyoku,https://www.rubydoc.info/gems/gyoku/1.4.0,README.md,Yes,0,,
rubygems,premailer,125880917.0,1.30.0,53,53,2009-11-30,2026-08-19,https://github.com/premailer/premailer,https://rubygems.org/gems/premailer,https://premailer.github.io/premailer/,README.md,Yes,0,,
rubygems,aws-sdk-elasticloadbalancing,125818294.0,1.92.0,105,93,2017-08-29,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-elasticloadbalancing,https://rubydoc.info/gems/aws-sdk-elasticloadbalancing,,No,0,,
rubygems,redis-actionpack,125592628.0,5.5.0,25,18,2011-09-08,2024-11-10,https://github.com/redis-store/redis-actionpack,https://rubygems.org/gems/redis-actionpack,http://redis-store.org/redis-actionpack,README.md,Yes,0,,
rubygems,rspec-retry,124871744.0,0.6.2,24,24,2012-07-21,2019-11-21,https://github.com/noredink/rspec-retry,https://rubygems.org/gems/rspec-retry,https://www.rubydoc.info/gems/rspec-retry/0.6.2,README.md,Yes,0,,
rubygems,xcpretty-travis-formatter,124569636.0,1.0.1,6,6,2015-03-03,2021-01-01,https://github.com/kattrali/xcpretty-travis-formatter,https://rubygems.org/gems/xcpretty-travis-formatter,https://www.rubydoc.info/gems/xcpretty-travis-formatter/1.0.1,README.md,Yes,0,,
rubygems,kgio,124364435.0,2.11.4,42,36,2010-09-28,2021-05-25,,https://rubygems.org/gems/kgio,http://bogomips.org/kgio/,README,Yes,0,,
rubygems,danger,124307534.0,9.6.1,190,190,2015-09-29,2026-07-29,https://github.com/danger/danger,https://rubygems.org/gems/danger,https://www.rubydoc.info/gems/danger/9.6.1,README.md,Yes,0,,
rubygems,raindrops,124063553.0,0.20.1,29,26,2010-04-08,2023-02-25,,https://rubygems.org/gems/raindrops,https://bogomips.org/raindrops/,README,Yes,0,,
rubygems,tins,123720033.0,1.56.0,138,138,2011-09-25,2026-07-25,https://github.com/flori/tins,https://rubygems.org/gems/tins,https://www.rubydoc.info/gems/tins/1.56.0,README.md,Yes,0,,
rubygems,ruby-rc4,123468393.0,0.1.5,5,5,2011-02-25,2012-02-07,https://github.com/caiges/ruby-rc4,https://rubygems.org/gems/ruby-rc4,https://github.com/caiges/ruby-rc4,README.md,Yes,0,,
rubygems,snaky_hash,122936793.0,2.0.7,9,9,2022-08-26,2026-07-14,https://github.com/ruby-oauth/snaky_hash,https://rubygems.org/gems/snaky_hash,https://snaky-hash.galtzo.com,README.md,Yes,0,,
rubygems,tzinfo-data,122903101.0,1.2026.3,78,78,2013-06-02,2026-07-09,https://github.com/tzinfo/tzinfo-data,https://rubygems.org/gems/tzinfo-data,https://tzinfo.github.io,README.md,Yes,0,,
rubygems,image_processing,122864376.0,2.1.0,49,49,2015-10-03,2026-09-01,https://github.com/janko/image_processing,https://rubygems.org/gems/image_processing,https://rubydoc.info/gems/image_processing,README.md,Yes,0,,
rubygems,celluloid-supervision,122436584.0,0.20.6,10,5,2015-07-04,2016-06-19,,https://rubygems.org/gems/celluloid-supervision,https://www.rubydoc.info/gems/celluloid-supervision/0.20.6,README.md,Yes,0,,
rubygems,celluloid-pool,122232623.0,0.20.5,6,3,2015-07-04,2015-09-30,https://github.com/celluloid/celluloid-pool,https://rubygems.org/gems/celluloid-pool,https://www.rubydoc.info/gems/celluloid-pool/0.20.5,README.md,Yes,0,,
rubygems,celluloid-essentials,122212001.0,0.20.5,12,6,2015-07-04,2015-09-30,https://github.com/celluloid/celluloid-essentials,https://rubygems.org/gems/celluloid-essentials,https://www.rubydoc.info/gems/celluloid-essentials/0.20.5,README.md,Yes,0,,
rubygems,celluloid-fsm,122203991.0,0.20.5,7,3,2015-07-04,2015-09-30,https://github.com/celluloid/celluloid-fsm,https://rubygems.org/gems/celluloid-fsm,https://www.rubydoc.info/gems/celluloid-fsm/0.20.5,README.md,Yes,0,,
rubygems,celluloid-extras,122201467.0,0.20.5,8,8,2015-04-28,2015-09-30,https://github.com/celluloid/celluloid-extras,https://rubygems.org/gems/celluloid-extras,https://github.com/celluloid/celluloid-extras,README.md,Yes,0,,
rubygems,omniauth-google-oauth2,121968315.0,1.2.3,64,64,2011-11-03,2026-08-31,https://github.com/zquestz/omniauth-google-oauth2,https://rubygems.org/gems/omniauth-google-oauth2,https://www.rubydoc.info/gems/omniauth-google-oauth2/1.2.2,README.md,Yes,0,,
rubygems,statsd-ruby,121906845.0,1.5.0,11,11,2011-06-23,2021-01-07,https://github.com/reinh/statsd,https://rubygems.org/gems/statsd-ruby,http://rdoc.info/github/reinh/statsd,README.rdoc,Yes,0,,
rubygems,encryptor,121890339.0,3.0.0,8,8,2009-12-01,2016-03-27,https://github.com/attr-encrypted/encryptor,https://rubygems.org/gems/encryptor,https://www.rubydoc.info/gems/encryptor/3.0.0,README.md,Yes,0,,
rubygems,word_wrap,121862776.0,1.0.0,7,7,2014-01-23,2015-04-22,https://github.com/pazdera/word_wrap,https://rubygems.org/gems/word_wrap,https://github.com/pazdera/word_wrap,README.md,Yes,0,,
rubygems,debase-ruby_core_source,121670636.0,4.0.1,66,65,2014-09-25,2026-06-01,https://github.com/ruby-debug/debase-ruby_core_source,https://rubygems.org/gems/debase-ruby_core_source,https://github.com/ruby-debug/debase-ruby_core_source,README.md,Yes,0,,
rubygems,faraday_middleware-aws-sigv4,121221055.0,1.0.1,15,14,2017-09-12,2022-10-01,https://github.com/winebarrel/faraday_middleware-aws-sigv4,https://rubygems.org/gems/faraday_middleware-aws-sigv4,https://github.com/winebarrel/faraday_middleware-aws-sigv4,README.md,Yes,0,,
rubygems,deep_merge,121219001.0,1.2.2,8,8,2009-07-25,2022-01-07,https://github.com/danielsdeleo/deep_merge,https://rubygems.org/gems/deep_merge,https://www.rubydoc.info/gems/deep_merge/1.2.2,README.md,Yes,0,,
rubygems,get_process_mem,120896834.0,1.0.0,13,13,2014-02-09,2024-07-22,https://github.com/schneems/get_process_mem,https://rubygems.org/gems/get_process_mem,https://www.rubydoc.info/gems/get_process_mem/1.0.0,README.md,Yes,0,,
rubygems,dry-schema,120256851.0,1.16.0,60,60,2019-01-30,2026-03-03,https://github.com/dry-rb/dry-schema,https://rubygems.org/gems/dry-schema,https://dry-rb.org/gems/dry-schema,README.md,Yes,0,,
rubygems,aws-sdk-rds,120083591.0,1.321.0,341,323,2017-08-29,2026-08-27,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-rds,https://rubydoc.info/gems/aws-sdk-rds,,No,0,,
rubygems,declarative-option,120041420.0,0.1.0,1,1,2017-01-28,2017-01-28,https://github.com/apotonick/declarative-option,https://rubygems.org/gems/declarative-option,https://www.rubydoc.info/gems/declarative-option/0.1.0,README.md,Yes,0,,
rubygems,debug,120040842.0,1.11.1,42,30,2021-03-17,2025-12-19,https://github.com/ruby/debug,https://rubygems.org/gems/debug,https://rubydoc.info/gems/debug,README.md,Yes,0,,
rubygems,stripe,119739284.0,19.6.1,546,380,2011-07-13,2026-09-01,https://github.com/stripe/stripe-ruby,https://rubygems.org/gems/stripe,https://stripe.com/docs/api?lang=ruby,,No,0,,
rubygems,aws-sdk-cloudfront,119411805.0,1.152.0,172,160,2017-08-29,2026-08-20,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-cloudfront,https://rubydoc.info/gems/aws-sdk-cloudfront,,No,0,,
rubygems,unicorn,118804315.0,6.1.0,134,108,2009-07-25,2021-12-25,,https://rubygems.org/gems/unicorn,https://bogomips.org/unicorn/,README,Yes,3,Documentation/.gitignore; Documentation/unicorn.1; Documentation/unicorn_rails.1,
rubygems,bson,117847417.0,5.2.0,274,222,2010-04-07,2025-10-16,https://github.com/mongodb/bson-ruby,https://rubygems.org/gems/bson,https://www.mongodb.com/docs/ruby-driver/current/tutorials/bson-v4/,README.md,Yes,0,,
rubygems,optparse,117817698.0,0.8.1,11,11,2020-09-18,2025-12-10,https://github.com/ruby/optparse,https://rubygems.org/gems/optparse,https://github.com/ruby/optparse,README.md,Yes,61,doc/optparse/.document; doc/optparse/argument_converters.rdoc; doc/optparse/creates_option.rdoc; doc/optparse/option_params.rdoc; doc/optparse/ruby/argument_abbreviation.rb; doc/optparse/ruby/argument_keywords.rb; doc/optparse/ruby/argument_strings.rb; doc/optparse/ruby/argv.rb; doc/optparse/ruby/array.rb; doc/optparse/ruby/basic.rb; doc/optparse/ruby/block.rb; doc/optparse/ruby/collected_options.rb; doc/optparse/ruby/custom_converter.rb; doc/optparse/ruby/date.rb; doc/optparse/ruby/datetime.rb; doc/optparse/ruby/decimal_integer.rb; doc/optparse/ruby/decimal_numeric.rb; doc/optparse/ruby/default_values.rb; doc/optparse/ruby/descriptions.rb; doc/optparse/ruby/explicit_array_values.rb; doc/optparse/ruby/explicit_hash_values.rb; doc/optparse/ruby/false_class.rb; doc/optparse/ruby/float.rb; doc/optparse/ruby/help.rb; doc/optparse/ruby/help_banner.rb; doc/optparse/ruby/help_format.rb; doc/optparse/ruby/help_program_name.rb; doc/optparse/ruby/integer.rb; doc/optparse/ruby/long_names.rb; doc/optparse/ruby/long_optional.rb; doc/optparse/ruby/long_required.rb; doc/optparse/ruby/long_simple.rb; doc/optparse/ruby/long_with_negation.rb; doc/optparse/ruby/match_converter.rb; doc/optparse/ruby/matched_values.rb; doc/optparse/ruby/method.rb; doc/optparse/ruby/missing_options.rb; doc/optparse/ruby/mixed_names.rb; doc/optparse/ruby/name_abbrev.rb; doc/optparse/ruby/no_abbreviation.rb,
rubygems,letter_opener,117801373.0,1.10.0,18,18,2011-09-07,2024-03-30,https://github.com/ryanb/letter_opener,https://rubygems.org/gems/letter_opener,https://github.com/ryanb/letter_opener,README.md,Yes,0,,
rubygems,sentry-rails,117706519.0,7.0.0,111,107,2020-11-06,2026-09-01,https://github.com/getsentry/sentry-ruby,https://rubygems.org/gems/sentry-rails,http://www.rubydoc.info/gems/sentry-rails/6.7.0,README.md,Yes,0,,
rubygems,dry-validation,117463313.0,1.11.1,70,64,2015-11-25,2025-01-21,https://github.com/dry-rb/dry-validation,https://rubygems.org/gems/dry-validation,https://dry-rb.org/gems/dry-validation,README.md,Yes,0,,
rubygems,ransack,116214444.0,4.4.1,74,74,2011-03-31,2025-09-29,https://github.com/activerecord-hackery/ransack,https://rubygems.org/gems/ransack,https://rubydoc.info/gems/ransack,README.md,Yes,0,,
rubygems,artifactory,115903593.0,3.0.17,30,30,2013-07-04,2024-03-04,https://github.com/opscode/artifactory-client,https://rubygems.org/gems/artifactory,https://www.rubydoc.info/gems/artifactory/3.0.17,,No,0,,
rubygems,google-apis-playcustomapp_v1,115602731.0,0.18.0,18,18,2021-01-08,2026-06-21,https://github.com/googleapis/google-api-ruby-client,https://rubygems.org/gems/google-apis-playcustomapp_v1,https://googleapis.dev/ruby/google-apis-playcustomapp_v1/v0.18.0,,No,0,,
rubygems,cork,115372734.0,0.3.0,3,3,2016-03-12,2017-04-11,https://github.com/cocoapods/cork,https://rubygems.org/gems/cork,https://www.rubydoc.info/gems/cork/0.3.0,README.md,Yes,0,,
rubygems,tty-color,115259971.0,0.6.0,11,11,2016-01-02,2020-11-07,https://github.com/piotrmurach/tty-color,https://rubygems.org/gems/tty-color,https://ttytoolkit.org,README.md,Yes,0,,
rubygems,rubygems-bundler,115200886.0,1.4.5,41,34,2011-06-09,2018-06-24,https://github.com/mpapis/rubygems-bundler,https://rubygems.org/gems/rubygems-bundler,https://github.com/mpapis/rubygems-bundler,README.md,Yes,0,,
rubygems,claide-plugins,115012183.0,0.9.2,3,3,2016-07-09,2016-10-02,https://github.com/cocoapods/claide-plugins,https://rubygems.org/gems/claide-plugins,https://www.rubydoc.info/gems/claide-plugins/0.9.2,README.md,Yes,0,,
rubygems,wisper,114908520.0,3.0.0,17,15,2013-03-30,2024-05-23,https://github.com/krisleech/wisper,https://rubygems.org/gems/wisper,https://www.rubydoc.info/gems/wisper/3.0.0,README.md,Yes,0,,
rubygems,pastel,114783440.0,0.8.0,17,17,2014-10-11,2020-07-04,https://github.com/piotrmurach/pastel,https://rubygems.org/gems/pastel,https://ttytoolkit.org,README.md,Yes,0,,
rubygems,gitlab,114534328.0,6.1.0,42,42,2012-09-21,2025-12-05,https://github.com/narkoz/gitlab,https://rubygems.org/gems/gitlab,https://rubydoc.info/gems/gitlab,README.md,Yes,0,,
rubygems,eye,114478505.0,0.10.0,40,28,2013-02-22,2018-01-22,https://github.com/kostya/eye,https://rubygems.org/gems/eye,https://www.rubydoc.info/gems/eye/0.10.0,README.md,Yes,0,,
rubygems,aws-sdk-states,114151163.0,1.111.0,121,111,2017-08-29,2026-09-03,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-states,https://rubydoc.info/gems/aws-sdk-states,,No,0,,
rubygems,roo,113397456.0,3.0.0,93,92,2009-07-25,2025-10-01,https://github.com/roo-rb/roo,https://rubygems.org/gems/roo,https://rubydoc.info/gems/roo,README.md,Yes,0,,
rubygems,molinillo,113076984.0,0.8.0,32,32,2014-10-26,2021-08-09,https://github.com/cocoapods/molinillo,https://rubygems.org/gems/molinillo,https://www.rubydoc.info/gems/molinillo/0.8.0,README.md,Yes,0,,
rubygems,aws-sdk-cloudwatchevents,112919770.0,1.108.0,121,110,2017-08-29,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-cloudwatchevents,https://rubydoc.info/gems/aws-sdk-cloudwatchevents,,No,0,,
rubygems,aws-sdk-codecommit,112719338.0,1.103.0,116,104,2017-08-29,2026-08-13,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-codecommit,https://rubydoc.info/gems/aws-sdk-codecommit,,No,0,,
rubygems,doorkeeper,112688272.0,5.9.6,131,103,2011-11-28,2026-08-11,https://github.com/doorkeeper-gem/doorkeeper,https://rubygems.org/gems/doorkeeper,https://doorkeeper.gitbook.io/guides/,README.md,Yes,0,,
rubygems,dogapi,112574861.0,1.45.0,69,69,2011-03-21,2021-01-27,https://github.com/datadog/dogapi-rb,https://rubygems.org/gems/dogapi,https://docs.datadoghq.com/api/,README.rdoc,Yes,0,,
rubygems,pdf-reader,112159332.0,2.16.0,65,60,2009-07-25,2026-08-09,https://github.com/yob/pdf-reader,https://rubygems.org/gems/pdf-reader,https://www.rubydoc.info/gems/pdf-reader/2.16.0,README.md,Yes,0,,
rubygems,sentry-raven,112105125.0,3.1.2,92,92,2012-05-03,2021-03-29,https://github.com/getsentry/raven-ruby,https://rubygems.org/gems/sentry-raven,https://www.rubydoc.info/gems/sentry-raven/3.1.2,README.md,Yes,0,,
rubygems,aws-sdk-autoscaling,111970074.0,1.166.0,179,167,2017-08-29,2026-08-25,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-autoscaling,https://rubydoc.info/gems/aws-sdk-autoscaling,,No,0,,
rubygems,aws-sdk-ecs,111591348.0,1.245.0,260,246,2017-08-29,2026-09-03,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-ecs,https://rubydoc.info/gems/aws-sdk-ecs,,No,0,,
rubygems,Ascii85,111458713.0,2.0.1,9,9,2009-07-25,2024-09-15,https://github.com/datawraith/ascii85gem,https://rubygems.org/gems/Ascii85,https://www.rubydoc.info/gems/Ascii85/2.0.1,README.md,Yes,0,,
rubygems,kostya-sigar,111412874.0,2.0.11,20,18,2018-01-19,2024-09-10,https://github.com/kostya/sigar,https://rubygems.org/gems/kostya-sigar,https://github.com/kostya/sigar,README.md,Yes,0,,
rubygems,prettyprint,111338380.0,0.2.0,3,3,2020-09-18,2023-11-07,https://github.com/ruby/prettyprint,https://rubygems.org/gems/prettyprint,https://rubydoc.info/gems/prettyprint,README.md,Yes,0,,
rubygems,googleapis-common-protos,111060244.0,1.10.0,21,21,2016-02-26,2026-05-19,https://github.com/googleapis/common-protos-ruby,https://rubygems.org/gems/googleapis-common-protos,https://github.com/googleapis/common-protos-ruby,README.md,Yes,0,,
rubygems,ansi,110937769.0,1.6.0,16,16,2009-08-16,2026-03-31,https://github.com/rubyworks/ansi,https://rubygems.org/gems/ansi,https://www.rubydoc.info/gems/ansi/1.6.0,README.md,Yes,0,,
rubygems,gli,110187368.0,2.22.2,90,82,2009-07-25,2025-01-27,https://github.com/davetron5000/gli,https://rubygems.org/gems/gli,https://davetron5000.github.io/gli/rdoc/index.html,README.rdoc,Yes,0,,
rubygems,premailer-rails,110170382.0,1.12.0,25,25,2013-03-12,2022-11-10,https://github.com/fphilipe/premailer-rails,https://rubygems.org/gems/premailer-rails,https://rubydoc.info/gems/premailer-rails,README.md,Yes,0,,
rubygems,rack-timeout,109886581.0,0.7.0,30,24,2010-10-29,2024-05-20,https://github.com/zombocom/rack-timeout,https://rubygems.org/gems/rack-timeout,https://github.com/zombocom/rack-timeout,README.md,Yes,7,doc/exceptions.md; doc/logging.md; doc/observers.md; doc/request-lifecycle.md; doc/risks.md; doc/rollbar.md; doc/settings.md,
rubygems,cocoapods-downloader,109711113.0,2.1,42,38,2013-02-25,2023-11-19,https://github.com/cocoapods/cocoapods-downloader,https://rubygems.org/gems/cocoapods-downloader,https://www.rubydoc.info/gems/cocoapods-downloader/2.1,README.markdown,Yes,0,,
rubygems,nkf,109560921.0,0.3.0,8,8,2020-09-18,2026-06-10,https://github.com/ruby/nkf,https://rubygems.org/gems/nkf,https://rubydoc.info/gems/nkf,README.md,Yes,0,,
rubygems,systemu,109451816.0,2.6.5,18,18,2009-07-25,2015-03-19,https://github.com/ahoward/systemu,https://rubygems.org/gems/systemu,https://github.com/ahoward/systemu,README,Yes,0,,
rubygems,capybara-screenshot,109248458.0,1.0.27,63,63,2011-10-12,2026-02-25,https://github.com/mattheworiordan/capybara-screenshot,https://rubygems.org/gems/capybara-screenshot,https://www.rubydoc.info/gems/capybara-screenshot/1.0.27,README.md,Yes,0,,
rubygems,httpi,109083501.0,4.0.4,58,57,2010-09-12,2024-07-14,https://github.com/savonrb/httpi,https://rubygems.org/gems/httpi,https://www.rubydoc.info/gems/httpi,README.md,Yes,0,,
rubygems,better_errors,108993204.0,2.10.1,44,41,2012-12-08,2023-06-14,https://github.com/bettererrors/better_errors,https://rubygems.org/gems/better_errors,https://rubydoc.info/gems/better_errors,README.md,Yes,0,,
rubygems,geocoder,108662063.0,1.8.6,81,81,2009-07-25,2025-09-21,https://github.com/alexreisner/geocoder,https://rubygems.org/gems/geocoder,http://www.rubygeocoder.com,README.md,Yes,0,,
rubygems,erb,108522393.0,6.0.7,52,52,2020-09-18,2026-08-04,https://github.com/ruby/erb,https://rubygems.org/gems/erb,https://rubydoc.info/gems/erb,README.md,Yes,0,,
rubygems,yajl-ruby,108358993.0,1.4.3,48,48,2009-08-05,2022-05-26,https://github.com/brianmario/yajl-ruby,https://rubygems.org/gems/yajl-ruby,http://rdoc.info/projects/brianmario/yajl-ruby,README.md,Yes,0,,
rubygems,pundit,108312904.0,2.5.2,22,21,2012-11-19,2025-09-24,https://github.com/varvet/pundit,https://rubygems.org/gems/pundit,https://github.com/varvet/pundit/blob/main/README.md,README.md,Yes,0,,
rubygems,json-jwt,108295330.0,1.17.2,99,96,2011-09-14,2026-08-04,https://github.com/nov/json-jwt,https://rubygems.org/gems/json-jwt,https://github.com/nov/json-jwt,README.md,Yes,0,,
rubygems,diffy,107426199.0,3.4.4,34,34,2010-11-23,2025-06-09,https://github.com/samg/diffy,https://rubygems.org/gems/diffy,https://www.rubydoc.info/gems/diffy/3.4.4,README.md,Yes,0,,
rubygems,will_paginate,107125301.0,4.0.1,40,37,2009-07-25,2024-06-10,https://github.com/mislav/will_paginate,https://rubygems.org/gems/will_paginate,https://www.rubydoc.info/gems/will_paginate/4.0.1,README.md,Yes,0,,
rubygems,memory_profiler,106485380.0,1.1.0,23,23,2013-09-09,2024-09-17,https://github.com/samsaffron/memory_profiler,https://rubygems.org/gems/memory_profiler,https://rubydoc.info/gems/memory_profiler,README.md,Yes,0,,
rubygems,ruby-macho,106454497.0,7.0.0,42,41,2015-07-30,2026-09-06,https://github.com/homebrew/ruby-macho,https://rubygems.org/gems/ruby-macho,https://rubydoc.info/gems/ruby-macho,README.md,Yes,0,,
rubygems,logging,106206047.0,2.4.0,60,60,2009-07-25,2024-06-08,https://github.com/twp/logging,https://rubygems.org/gems/logging,http://rubydoc.info/gems/logging/frames,README.md,Yes,0,,
rubygems,powerpack,105832650.0,0.1.3,13,13,2013-07-12,2020-11-16,https://github.com/bbatsov/powerpack,https://rubygems.org/gems/powerpack,https://www.rubydoc.info/gems/powerpack/0.1.3,README.md,Yes,0,,
rubygems,strscan,104893019.0,3.1.8,41,39,2018-04-04,2026-03-31,https://github.com/ruby/strscan,https://rubygems.org/gems/strscan,https://github.com/ruby/strscan,,No,13,doc/strscan/helper_methods.md; doc/strscan/link_refs.txt; doc/strscan/methods/get_byte.md; doc/strscan/methods/get_charpos.md; doc/strscan/methods/get_pos.md; doc/strscan/methods/getch.md; doc/strscan/methods/scan.md; doc/strscan/methods/scan_until.md; doc/strscan/methods/set_pos.md; doc/strscan/methods/skip.md; doc/strscan/methods/skip_until.md; doc/strscan/methods/terminate.md; doc/strscan/strscan.md,
rubygems,aasm,104333244.0,6.0.0,103,103,2009-11-17,2026-07-05,https://github.com/aasm/aasm,https://rubygems.org/gems/aasm,https://rubydoc.info/gems/aasm,README.md,Yes,0,,
rubygems,llhttp-ffi,104057733.0,0.5.1,9,9,2021-03-04,2025-03-12,https://github.com/bryanp/llhttp,https://rubygems.org/gems/llhttp-ffi,https://www.rubydoc.info/gems/llhttp-ffi/0.5.1,README.md,Yes,0,,
rubygems,bcrypt_pbkdf,103993257.0,1.1.2,54,21,2016-11-25,2025-12-05,https://github.com/net-ssh/bcrypt_pbkdf-ruby,https://rubygems.org/gems/bcrypt_pbkdf,https://github.com/net-ssh/bcrypt_pbkdf-ruby,README.md,Yes,0,,
rubygems,aws-sdk-elasticloadbalancingv2,103967450.0,1.157.0,171,158,2017-08-29,2026-09-03,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-elasticloadbalancingv2,https://rubydoc.info/gems/aws-sdk-elasticloadbalancingv2,,No,0,,
rubygems,little-plugger,103942794.0,1.1.4,7,7,2009-08-05,2015-08-28,https://github.com/twp/little-plugger,https://rubygems.org/gems/little-plugger,http://gemcutter.org/gems/little-plugger,README.rdoc,Yes,0,,
rubygems,turbolinks-source,103883826.0,5.2.0,12,6,2016-06-30,2018-08-20,https://github.com/turbolinks/turbolinks-source-gem,https://rubygems.org/gems/turbolinks-source,https://github.com/turbolinks/turbolinks,README.md,Yes,0,,
