gem,version,downloads,best_doc_url,doc_source,doc_coverage_pct,methods_documented,methods_total,has_readme,doc_dir_files,link_docs,docs_host,doc_is_autogen,gh_docs_dir,gh_site_config,gh_has_wiki,gh_has_pages,gh_homepage,link_home,link_changelog,link_wiki,github_url
google-apis-serviceusage_v1,0.81.0,21222910,https://googleapis.dev/ruby/google-apis-serviceusage_v1/v0.80.0,rubygems:custom_doc_site,51.3,154.0,300.0,False,0,https://googleapis.dev/ruby/google-apis-serviceusage_v1/v0.80.0,googleapis.dev,False,,,,,,https://github.com/google/google-api-ruby-client,https://github.com/googleapis/google-api-ruby-client/tree/main/generated/google-apis-serviceusage_v1/CHANGELOG.md,,https://github.com/googleapis/google-api-ruby-client
google-apis-container_v1beta1,0.107.0,21205709,https://googleapis.dev/ruby/google-apis-container_v1beta1/v0.106.0,rubygems:custom_doc_site,55.5,355.0,640.0,False,0,https://googleapis.dev/ruby/google-apis-container_v1beta1/v0.106.0,googleapis.dev,False,,,,,,https://github.com/google/google-api-ruby-client,https://github.com/googleapis/google-api-ruby-client/tree/main/generated/google-apis-container_v1beta1/CHANGELOG.md,,https://github.com/googleapis/google-api-ruby-client
google-apis-cloudbilling_v1,0.41.0,21199854,https://googleapis.dev/ruby/google-apis-cloudbilling_v1/v0.40.0,rubygems:custom_doc_site,58.3,91.0,156.0,False,0,https://googleapis.dev/ruby/google-apis-cloudbilling_v1/v0.40.0,googleapis.dev,False,,,,,,https://github.com/google/google-api-ruby-client,https://github.com/googleapis/google-api-ruby-client/tree/main/generated/google-apis-cloudbilling_v1/CHANGELOG.md,,https://github.com/googleapis/google-api-ruby-client
fluent-plugin-out-http,1.3.5,21118466,https://github.com/fluent-plugins-nursery/fluent-plugin-out-http,gem:readme_only,0.0,0.0,27.0,True,0,https://www.rubydoc.info/gems/fluent-plugin-out-http/1.3.5,rubydoc.info,True,,,,,,https://github.com/fluent-plugins-nursery/fluent-plugin-out-http,,,https://github.com/fluent-plugins-nursery/fluent-plugin-out-http
roda,3.107.0,21110849,https://roda.jeremyevans.net/documentation.html,rubygems:custom_doc_site,62.2,577.0,927.0,False,0,https://roda.jeremyevans.net/documentation.html,roda.jeremyevans.net,False,,,,,,https://roda.jeremyevans.net,https://roda.jeremyevans.net/rdoc/files/CHANGELOG.html,,https://github.com/jeremyevans/roda
meta-tags,2.24.0,21074980,https://rubydoc.info/github/kpumuk/meta-tags/,rubygems:generated_from_comments,95.1,77.0,81.0,True,0,https://rubydoc.info/github/kpumuk/meta-tags/,rubydoc.info,True,,,,,,https://github.com/kpumuk/meta-tags/,https://github.com/kpumuk/meta-tags/blob/main/CHANGELOG.md,,https://github.com/kpumuk/meta-tags
postmark,1.25.1,21031502,https://postmarkapp.com,rubygems:project_site,0.5,1.0,210.0,True,0,,,False,,,,,,https://postmarkapp.com,https://github.com/ActiveCampaign/postmark-gem/blob/main/CHANGELOG.rdoc,,https://github.com/wildbit/postmark-gem
prawn-svg,0.40.3,21010582,http://rdoc.info/projects/mogest/prawn-svg,rubygems:generated_from_comments,3.9,17.0,441.0,True,0,http://rdoc.info/projects/mogest/prawn-svg,rdoc.info,True,,,,,,http://github.com/mogest/prawn-svg,,http://wiki.github.com/mogest/prawn-svg/,https://github.com/mogest/prawn-svg
docker_registry2,1.19.0,20981976,https://www.rubydoc.info/gems/docker_registry2/1.19.0,rubygems:generated_from_comments,5.2,3.0,58.0,True,0,https://www.rubydoc.info/gems/docker_registry2/1.19.0,rubydoc.info,True,,,,,,https://github.com/deitch/docker_registry2,,,https://github.com/deitch/docker_registry2
rspec-json_expectations,2.2.0,20981271,https://github.com/waterlink/rspec-json_expectations,gem:readme_only,0.0,0.0,38.0,True,0,https://www.rubydoc.info/gems/rspec-json_expectations/2.2.0,rubydoc.info,True,,,,,,https://github.com/waterlink/rspec-json_expectations,,,https://github.com/waterlink/rspec-json_expectations
gmail_xoauth,0.4.3,20979762,http://github.com/nfo/gmail_xoauth/blob/master/README.markdown,rubygems:custom_doc_site,45.5,5.0,11.0,True,0,http://github.com/nfo/gmail_xoauth/blob/master/README.markdown,github.com,False,,,,,,https://github.com/nfo/gmail_xoauth,,,https://github.com/nfo/gmail_xoauth
ruby2ruby,2.6.1,20973286,https://rubydoc.info/gems/ruby2ruby,rubygems:generated_from_comments,0.9,1.0,117.0,True,0,,,False,,,,,,https://github.com/seattlerb/ruby2ruby,,,https://github.com/seattlerb/ruby2ruby
aws-record,2.15.2,20964176,https://www.rubydoc.info/gems/aws-record/2.15.2,rubygems:generated_from_comments,38.9,119.0,306.0,False,0,https://www.rubydoc.info/gems/aws-record/2.15.2,rubydoc.info,True,,,,,,https://github.com/aws/aws-sdk-ruby-record,,,https://github.com/aws/aws-sdk-ruby-record
phony_rails,0.15.0,20903892,https://www.rubydoc.info/gems/phony_rails/0.15.0,rubygems:generated_from_comments,30.3,10.0,33.0,True,0,https://www.rubydoc.info/gems/phony_rails/0.15.0,rubydoc.info,True,,,,,,https://github.com/joost/phony_rails,,,https://github.com/joost/phony_rails
gserver,0.0.1,20845320,https://www.rubydoc.info/gems/gserver/0.0.1,rubygems:generated_from_comments,66.7,20.0,30.0,True,0,https://www.rubydoc.info/gems/gserver/0.0.1,rubydoc.info,True,,,,,,,,,
erb_lint,0.9.0,20813898,https://www.rubydoc.info/gems/erb_lint/0.9.0,rubygems:generated_from_comments,0.8,2.0,266.0,False,0,https://www.rubydoc.info/gems/erb_lint/0.9.0,rubydoc.info,True,,,,,,https://github.com/Shopify/erb-lint,,,https://github.com/shopify/erb-lint
solid_cache,1.0.10,20765866,https://rubydoc.info/gems/solid_cache,rubygems:generated_from_comments,0.7,1.0,149.0,True,0,,,False,,,,,,http://github.com/rails/solid_cache,,,https://github.com/rails/solid_cache
fluent-plugin-kinesis,3.7.0,20757580,https://www.rubydoc.info/gems/fluent-plugin-kinesis/3.7.0,rubygems:generated_from_comments,1.5,1.0,67.0,True,0,https://www.rubydoc.info/gems/fluent-plugin-kinesis/3.7.0,rubydoc.info,True,,,,,,https://github.com/awslabs/aws-fluent-plugin-kinesis,,,https://github.com/awslabs/aws-fluent-plugin-kinesis
rss,0.3.3,20741732,https://www.rubydoc.info/gems/rss/0.3.3,rubygems:generated_from_comments,6.4,52.0,810.0,True,0,https://www.rubydoc.info/gems/rss/0.3.3,rubydoc.info,True,,,,,,https://github.com/ruby/rss,,,https://github.com/ruby/rss
ipaddr,1.2.9,20682826,https://www.rubydoc.info/gems/ipaddr/1.2.9,rubygems:generated_from_comments,84.5,49.0,58.0,True,0,https://www.rubydoc.info/gems/ipaddr/1.2.9,rubydoc.info,True,,,,,,https://github.com/ruby/ipaddr,,,https://github.com/ruby/ipaddr
aws-sdk-resourceexplorer2,1.54.0,20677408,https://rubydoc.info/gems/aws-sdk-resourceexplorer2,rubygems:generated_from_comments,73.8,48.0,65.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-resourceexplorer2/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
aws-sdk-chimesdkvoice,1.60.0,20640989,https://rubydoc.info/gems/aws-sdk-chimesdkvoice,rubygems:generated_from_comments,82.8,101.0,122.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-chimesdkvoice/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
smarter_csv,1.19.0,20612711,https://github.com/tilo/smarter_csv/tree/main/docs,rubygems:custom_doc_site,43.2,38.0,88.0,True,29,https://github.com/tilo/smarter_csv/tree/main/docs,github.com,False,,,,,,https://github.com/tilo/smarter_csv,https://github.com/tilo/smarter_csv/blob/main/CHANGELOG.md,,https://github.com/tilo/smarter_csv
rails_best_practices,1.23.4,20584161,https://rubydoc.info/gems/rails_best_practices,rubygems:generated_from_comments,49.3,137.0,278.0,True,0,,,False,,,,,,https://github.com/flyerhzm/rails_best_practices,https://github.com/flyerhzm/rails_best_practices/blob/main/CHANGELOG.md,,https://github.com/railsbp/rails_best_practices
cocoapods-stats,1.1.0,20572819,https://www.rubydoc.info/gems/cocoapods-stats/1.1.0,rubygems:generated_from_comments,11.1,1.0,9.0,True,0,https://www.rubydoc.info/gems/cocoapods-stats/1.1.0,rubydoc.info,True,,,,,,https://github.com/cocoapods/cocoapods-stats,,,https://github.com/cocoapods/cocoapods-stats
jekyll-feed,0.17.0,20561271,https://www.rubydoc.info/gems/jekyll-feed/0.17.0,rubygems:generated_from_comments,50.0,7.0,14.0,True,0,https://www.rubydoc.info/gems/jekyll-feed/0.17.0,rubydoc.info,True,,,,,,https://github.com/jekyll/jekyll-feed,,,https://github.com/jekyll/jekyll-feed
aws-sdk-ssmsap,1.56.0,20521925,https://rubydoc.info/gems/aws-sdk-ssmsap,rubygems:generated_from_comments,72.5,37.0,51.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ssmsap/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
dependabot-common,0.395.0,20516744,https://docs.github.com/en/code-security/dependabot,github:homepage,0.0,0.0,1422.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
attr_extras,7.1.0,20494365,https://github.com/barsoom/attr_extras,gem:readme_only,0.0,0.0,34.0,True,0,https://www.rubydoc.info/gems/attr_extras/7.1.0,rubydoc.info,True,,,,,,https://github.com/barsoom/attr_extras,,,https://github.com/barsoom/attr_extras
allure-rspec,2.29.1,20492241,https://github.com/allure-framework/allure-ruby/blob/master/allure-rspec/README.md,rubygems:custom_doc_site,86.0,43.0,50.0,True,0,https://github.com/allure-framework/allure-ruby/blob/master/allure-rspec/README.md,github.com,False,,,,,,https://github.com/allure-framework/allure-ruby/tree/master/allure-rspec,https://github.com/allure-framework/allure-ruby/releases,https://github.com/allure-framework/allure-ruby/wiki,https://github.com/allure-framework/allure-ruby
proxifier,1.0.3,20468427,https://github.com/samuelkadolph/ruby-proxifier,gem:readme_only,0.0,0.0,29.0,True,0,,,False,,,,,,https://github.com/samuelkadolph/ruby-proxifier,,https://github.com/samuelkadolph/ruby-proxifier/wiki,https://github.com/samuelkadolph/ruby-proxifier
google-apis-bigquery_v2,0.107.0,20463407,https://googleapis.dev/ruby/google-apis-bigquery_v2/v0.107.0,rubygems:custom_doc_site,54.2,293.0,541.0,False,0,https://googleapis.dev/ruby/google-apis-bigquery_v2/v0.107.0,googleapis.dev,False,,,,,,https://github.com/google/google-api-ruby-client,https://github.com/googleapis/google-api-ruby-client/tree/main/generated/google-apis-bigquery_v2/CHANGELOG.md,,https://github.com/googleapis/google-api-ruby-client
aws-sdk-omics,1.76.0,20458447,https://rubydoc.info/gems/aws-sdk-omics,rubygems:generated_from_comments,77.2,142.0,184.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-omics/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
fog-cloudatcost,0.4.0,20450004,https://www.rubydoc.info/gems/fog-cloudatcost/0.4.0,rubygems:generated_from_comments,13.3,6.0,45.0,True,0,https://www.rubydoc.info/gems/fog-cloudatcost/0.4.0,rubydoc.info,True,,,,,,http://github.com/fog/fog-cloudatcost,,,https://github.com/fog/fog-cloudatcost
puppet_forge,6.2.0,20417527,https://rubydoc.info/gems/puppet_forge,rubygems:generated_from_comments,59.1,55.0,93.0,True,0,,,False,,,,,,https://github.com/puppetlabs/forge-ruby,,https://github.com/puppetlabs/forge-ruby/wiki,https://github.com/puppetlabs/forge-ruby
hanami-cli,3.0.0,20359628,https://hanamirb.org,rubygems:project_site,37.8,141.0,373.0,True,0,,,False,,,,,,https://hanamirb.org,https://github.com/hanami/hanami-cli/blob/main/CHANGELOG.md,,https://github.com/hanami/hanami-cli
aws-sdk-codecatalyst,1.52.0,20337601,https://rubydoc.info/gems/aws-sdk-codecatalyst,rubygems:generated_from_comments,75.4,49.0,65.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-codecatalyst/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
aws-sdk-pipes,1.56.0,20302583,https://rubydoc.info/gems/aws-sdk-pipes,rubygems:generated_from_comments,68.1,32.0,47.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-pipes/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
devise-i18n,1.16.0,20302445,https://rubydoc.info/gems/devise-i18n,rubygems:generated_from_comments,9.1,1.0,11.0,True,0,,,False,,,,,,https://github.com/devise-i18n/devise-i18n,https://github.com/devise-i18n/devise-i18n/blob/master/CHANGELOG.md,,https://github.com/devise-i18n/devise-i18n
aws-sdk-arczonalshift,1.51.0,20288081,https://rubydoc.info/gems/aws-sdk-arczonalshift,rubygems:generated_from_comments,65.9,29.0,44.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-arczonalshift/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
aws-sdk-opensearchserverless,1.62.0,20277366,https://rubydoc.info/gems/aws-sdk-opensearchserverless,rubygems:generated_from_comments,80.3,61.0,76.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-opensearchserverless/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
aws-sdk-securitylake,1.57.0,20269120,https://rubydoc.info/gems/aws-sdk-securitylake,rubygems:generated_from_comments,73.5,50.0,68.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-securitylake/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
aws-sdk-docdbelastic,1.48.0,20262964,https://rubydoc.info/gems/aws-sdk-docdbelastic,rubygems:generated_from_comments,67.9,38.0,56.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-docdbelastic/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
aws-sdk-oam,1.52.0,20259136,https://rubydoc.info/gems/aws-sdk-oam,rubygems:generated_from_comments,66.7,34.0,51.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-oam/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
less-rails,5.0.0,20242743,https://github.com/metaskills/less-rails,gem:readme_only,0.0,0.0,38.0,True,0,https://www.rubydoc.info/gems/less-rails/5.0.0,rubydoc.info,True,,,,,,http://github.com/metaskills/less-rails,,,https://github.com/metaskills/less-rails
aws-sdk-privatenetworks,1.33.0,20218597,https://rubydoc.info/gems/aws-sdk-privatenetworks,rubygems:generated_from_comments,70.0,42.0,60.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-privatenetworks/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
aws-sdk-sagemakergeospatial,1.48.0,20205450,https://rubydoc.info/gems/aws-sdk-sagemakergeospatial,rubygems:generated_from_comments,69.8,37.0,53.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-sagemakergeospatial/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
fluent-plugin-multi-format-parser,1.1.0,20203384,https://github.com/repeatedly/fluent-plugin-multi-format-parser,gem:readme_only,0.0,0.0,3.0,True,0,https://www.rubydoc.info/gems/fluent-plugin-multi-format-parser/1.1.0,rubydoc.info,True,,,,,,https://github.com/repeatedly/fluent-plugin-multi-format-parser,,,https://github.com/repeatedly/fluent-plugin-multi-format-parser
fluent-plugin-concat,2.6.2,20195855,https://github.com/fluent-plugins-nursery/fluent-plugin-concat,gem:readme_only,0.0,0.0,23.0,True,0,https://www.rubydoc.info/gems/fluent-plugin-concat/2.6.2,rubydoc.info,True,,,,,,https://github.com/fluent-plugins-nursery/fluent-plugin-concat,,,https://github.com/fluent-plugins-nursery/fluent-plugin-concat
syntax_tree,6.3.0,20136238,https://github.com/kddnewton/syntax_tree,gem:docs_folder,20.9,775.0,3702.0,True,2,https://www.rubydoc.info/gems/syntax_tree/6.3.0,rubydoc.info,True,,,,,,https://github.com/kddnewton/syntax_tree,,,https://github.com/kddnewton/syntax_tree
aws-sdk-simspaceweaver,1.49.0,20131181,https://rubydoc.info/gems/aws-sdk-simspaceweaver,rubygems:generated_from_comments,63.6,28.0,44.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-simspaceweaver/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
net-http2,0.19.0,20070173,https://github.com/ostinelli/net-http2,gem:readme_only,0.0,0.0,48.0,True,0,https://www.rubydoc.info/gems/net-http2/0.19.0,rubydoc.info,True,,,,,,http://github.com/ostinelli/net-http2,,,https://github.com/ostinelli/net-http2
cloudinary,2.4.5,20048408,https://cloudinary.com,rubygems:project_site,40.9,206.0,504.0,True,0,,,False,,,,,,https://cloudinary.com,https://github.com/cloudinary/cloudinary_gem/blob/master/CHANGELOG.md,,https://github.com/cloudinary/cloudinary_gem
semaphore_test_boosters,2.7.1,20015595,https://www.rubydoc.info/gems/semaphore_test_boosters/2.7.1,rubygems:generated_from_comments,7.4,6.0,81.0,True,0,https://www.rubydoc.info/gems/semaphore_test_boosters/2.7.1,rubydoc.info,True,,,,,,https://github.com/renderedtext/test-boosters,,,https://github.com/renderedtext/test-boosters
dependabot-omnibus,0.395.0,20003481,https://docs.github.com/en/code-security/dependabot,github:homepage,,0.0,0.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
dependabot-terraform,0.395.0,19996092,https://docs.github.com/en/code-security/dependabot,github:homepage,0.0,0.0,157.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
active_hash,4.1.0,19935084,https://rubydoc.info/gems/active_hash,rubygems:generated_from_comments,2.7,4.0,149.0,True,0,,,False,,,,,,http://github.com/active-hash/active_hash,https://github.com/active-hash/active_hash/blob/master/CHANGELOG.md,,https://github.com/zilkey/active_hash
dependabot-git_submodules,0.395.0,19930526,https://docs.github.com/en/code-security/dependabot,github:homepage,0.0,0.0,50.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
dependabot-nuget,0.395.0,19894843,https://docs.github.com/en/code-security/dependabot,github:homepage,0.0,0.0,17.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
axlsx,2.0.1,19879091,https://www.rubydoc.info/gems/axlsx/2.0.1,rubygems:generated_from_comments,91.7,904.0,986.0,True,0,https://www.rubydoc.info/gems/axlsx/2.0.1,rubydoc.info,True,,,,,,https://github.com/randym/axlsx,,,https://github.com/randym/axlsx
dependabot-python,0.395.0,19851130,https://rubydoc.info/gems/dependabot-python,rubygems:generated_from_comments,0.1,1.0,901.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
dependabot-gradle,0.395.0,19849185,https://docs.github.com/en/code-security/dependabot,github:homepage,0.0,0.0,328.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
dependabot-docker,0.395.0,19834284,https://docs.github.com/en/code-security/dependabot,github:homepage,0.0,0.0,241.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
prettier_print,1.2.1,19811742,https://www.rubydoc.info/gems/prettier_print/1.2.1,rubygems:generated_from_comments,55.4,41.0,74.0,True,0,https://www.rubydoc.info/gems/prettier_print/1.2.1,rubydoc.info,True,,,,,,https://github.com/ruby-syntax-tree/prettier_print,,,https://github.com/ruby-syntax-tree/prettier_print
aws-sdk-sagemakermetrics,1.49.0,19810202,https://rubydoc.info/gems/aws-sdk-sagemakermetrics,rubygems:generated_from_comments,43.8,7.0,16.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-sagemakermetrics/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
appsignal,4.10.1,19798244,https://docs.appsignal.com/ruby/,rubygems:project_site,28.0,227.0,812.0,True,0,,,False,,,,,,https://docs.appsignal.com/ruby/,https://github.com/appsignal/appsignal-ruby/blob/main/CHANGELOG.md,,https://github.com/appsignal/appsignal-ruby
dependabot-cargo,0.395.0,19793639,https://docs.github.com/en/code-security/dependabot,github:homepage,0.0,0.0,348.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
dependabot-elm,0.395.0,19793615,https://docs.github.com/en/code-security/dependabot,github:homepage,0.0,0.0,84.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
dalli-elasticache,2.0.2,19782581,https://www.rubydoc.info/gems/dalli-elasticache/2.0.2,rubygems:generated_from_comments,46.7,14.0,30.0,True,0,https://www.rubydoc.info/gems/dalli-elasticache/2.0.2,rubydoc.info,True,,,,,,http://github.com/ktheory/dalli-elasticache,,,https://github.com/ktheory/dalli-elasticache
dependabot-maven,0.395.0,19766192,https://docs.github.com/en/code-security/dependabot,github:homepage,0.0,0.0,403.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
dependabot-composer,0.395.0,19765090,https://docs.github.com/en/code-security/dependabot,github:homepage,0.0,0.0,228.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
semaphore_cucumber_booster_config,1.4.2,19762258,https://github.com/renderedtext/cucumber_booster_config,gem:readme_only,0.0,0.0,15.0,True,0,https://www.rubydoc.info/gems/semaphore_cucumber_booster_config/1.4.2,rubydoc.info,True,,,,,,https://github.com/renderedtext/cucumber_booster_config,,,https://github.com/renderedtext/cucumber_booster_config
chromedriver-helper,2.1.1,19740756,https://github.com/flavorjones/chromedriver-helper,gem:readme_only,0.0,0.0,19.0,True,0,https://www.rubydoc.info/gems/chromedriver-helper/2.1.1,rubydoc.info,True,,,,,,https://github.com/flavorjones/chromedriver-helper,,,https://github.com/flavorjones/chromedriver-helper
sort_alphabetical,1.1.0,19723987,https://github.com/grosser/sort_alphabetical,gem:readme_only,0.0,0.0,4.0,True,0,https://www.rubydoc.info/gems/sort_alphabetical/1.1.0,rubydoc.info,True,,,,,,https://github.com/grosser/sort_alphabetical,,,https://github.com/grosser/sort_alphabetical
compass-rails,4.0.0,19719775,https://www.rubydoc.info/gems/compass-rails/4.0.0,rubygems:generated_from_comments,4.5,2.0,44.0,True,0,https://www.rubydoc.info/gems/compass-rails/4.0.0,rubydoc.info,True,,,,,,https://github.com/Compass/compass-rails,,,https://github.com/compass/compass-rails
bson_ext,1.12.5,19714376,http://www.mongodb.org,rubygems:project_site,,0.0,0.0,False,0,https://www.rubydoc.info/gems/bson_ext/1.12.5,rubydoc.info,True,,,,,,http://www.mongodb.org,,,
state_machine,1.2.0,19711006,http://www.pluginaweek.org,rubygems:project_site,78.6,374.0,476.0,True,21,http://rdoc.info/github/pluginaweek/state_machine/master/frames,rdoc.info,True,,,,,,http://www.pluginaweek.org,,,https://github.com/pluginaweek/state_machine
code_analyzer,0.5.5,19693501,https://www.rubydoc.info/gems/code_analyzer/0.5.5,rubygems:generated_from_comments,74.3,52.0,70.0,True,0,https://www.rubydoc.info/gems/code_analyzer/0.5.5,rubydoc.info,True,,,,,,https://github.com/flyerhzm/code_analyzer,,,https://github.com/flyerhzm/code_analyzer
dependabot-hex,0.395.0,19680930,https://docs.github.com/en/code-security/dependabot,github:homepage,0.0,0.0,163.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
dependabot-go_modules,0.395.0,19673036,https://docs.github.com/en/code-security/dependabot,github:homepage,0.0,0.0,183.0,False,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
dependabot-npm_and_yarn,0.395.0,19642954,https://github.com/dependabot/dependabot-core,gem:readme_only,0.0,0.0,997.0,True,0,,,False,,,0.0,0.0,https://docs.github.com/en/code-security/dependabot,https://github.com/dependabot/dependabot-core,https://github.com/dependabot/dependabot-core/releases/tag/v0.393.0,,https://github.com/dependabot/dependabot-core
paint,2.3.0,19623113,https://www.rubydoc.info/gems/paint/2.3.0,rubygems:generated_from_comments,77.8,14.0,18.0,True,0,https://www.rubydoc.info/gems/paint/2.3.0,rubydoc.info,True,,,,,,https://github.com/janlelis/paint,,,https://github.com/janlelis/paint
singleton,0.3.0,19531628,https://rubydoc.info/gems/singleton,rubygems:generated_from_comments,14.3,3.0,21.0,True,0,,,False,,,,,,https://github.com/ruby/singleton,,,https://github.com/ruby/singleton
