gem,version,downloads,doc_coverage_pct,methods_documented,methods_total,has_readme,readme,readme_bytes,has_changelog,has_license,doc_dir_files,doc_files,link_docs,docs_host,doc_is_autogen,link_home,link_changelog,link_wiki,link_code,link_bugs,github_url
aws-sdk-amplifyuibuilder,1.60.0,29107132,71.4,40.0,56.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-amplifyuibuilder/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-amplifyuibuilder,,https://github.com/aws/aws-sdk-ruby
redmine_crm,0.0.63,29034237,23.1,96.0,416.0,True,README.md,5087.0,1.0,1.0,2.0,2.0,https://www.rubydoc.info/gems/redmine_crm/0.0.63,rubydoc.info,True,https://www.redmineup.com,,,,,
country_select,11.0.0,28911698,0.0,0.0,15.0,True,README.md,6398.0,1.0,0.0,0.0,3.0,,,False,https://github.com/countries/country_select,https://github.com/countries/country_select/blob/master/CHANGELOG.md,,,http://github.com/countries/country_select/issues,https://github.com/stefanpenner/country_select
pry-rescue,1.6.0,28899950,41.7,20.0,48.0,True,README.md,8781.0,1.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/pry-rescue/1.6.0,rubydoc.info,True,https://github.com/ConradIrwin/pry-rescue,,,,,https://github.com/conradirwin/pry-rescue
atomic,1.1.101,28882386,0.0,0.0,16.0,True,README.md,3673.0,0.0,1.0,0.0,1.0,,,False,http://github.com/ruby-concurrency/atomic,,,https://github.com/ruby-concurrency/atomic,,https://github.com/ruby-concurrency/atomic
google-apis-drive_v3,0.87.0,28859760,64.4,139.0,216.0,False,,0.0,1.0,1.0,0.0,3.0,https://googleapis.dev/ruby/google-apis-drive_v3/v0.85.0,googleapis.dev,False,https://github.com/google/google-api-ruby-client,https://github.com/googleapis/google-api-ruby-client/tree/main/generated/google-apis-drive_v3/CHANGELOG.md,,https://github.com/googleapis/google-api-ruby-client/tree/main/generated/google-apis-drive_v3,https://github.com/googleapis/google-api-ruby-client/issues,https://github.com/googleapis/google-api-ruby-client
launchdarkly-server-sdk,8.15.1,28843965,50.4,478.0,949.0,True,README.md,4838.0,0.0,1.0,0.0,2.0,,,False,https://github.com/launchdarkly/ruby-server-sdk,https://github.com/launchdarkly/ruby-server-sdk/blob/main/CHANGELOG.md,,,https://github.com/launchdarkly/ruby-server-sdk/issues,https://github.com/launchdarkly/ruby-server-sdk
aws-sdk-cloudwatchrum,1.60.0,28807717,65.7,44.0,67.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-cloudwatchrum/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-cloudwatchrum,,https://github.com/aws/aws-sdk-ruby
rubocop-sorbet,0.16.0,28794276,16.5,46.0,279.0,True,README.md,2694.0,0.0,1.0,2.0,6.0,,,False,https://github.com/shopify/rubocop-sorbet,,,,,https://github.com/shopify/rubocop-sorbet
aws-sdk-iottwinmaker,1.58.0,28778422,72.7,56.0,77.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-iottwinmaker/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-iottwinmaker,,https://github.com/aws/aws-sdk-ruby
oga,3.5,28747037,66.6,395.0,593.0,True,README.md,11449.0,0.0,1.0,5.0,5.0,http://code.yorickpeterse.com/oga/latest/,code.yorickpeterse.com,False,https://github.com/yorickpeterse/oga/,,https://gitlab.com/yorickpeterse/oga/wikis/home,https://gitlab.com/yorickpeterse/oga,https://gitlab.com/yorickpeterse/oga/issues,https://github.com/yorickpeterse/oga
sin_lru_redux,2.5.3,28741817,2.9,2.0,68.0,True,README.md,6507.0,1.0,1.0,0.0,3.0,https://rubydoc.info/gems/sin_lru_redux/2.5.3,rubydoc.info,True,https://github.com/cadenza-tech/sin_lru_redux/tree/v2.5.3,https://github.com/cadenza-tech/sin_lru_redux/blob/v2.5.3/CHANGELOG.md,,,https://github.com/cadenza-tech/sin_lru_redux/issues,https://github.com/cadenza-tech/sin_lru_redux
promise.rb,0.7.4,28740062,13.9,5.0,36.0,True,README.md,5687.0,1.0,0.0,0.0,2.0,https://www.rubydoc.info/gems/promise.rb/0.7.4,rubydoc.info,True,https://github.com/lgierth/promise,,,https://github.com/lgierth/promise.rb,,https://github.com/lgierth/promise.rb
bourbon,7.3.0,28738862,0.0,0.0,14.0,True,README.md,5688.0,1.0,1.0,0.0,8.0,http://bourbon.io/docs/,bourbon.io,False,https://www.bourbon.io/,,,https://github.com/thoughtbot/bourbon,https://github.com/thoughtbot/bourbon/issues,https://github.com/thoughtbot/bourbon
faraday_middleware-multi_json,0.0.6,28625916,0.0,0.0,3.0,True,README.md,1360.0,0.0,1.0,0.0,1.0,https://www.rubydoc.info/gems/faraday_middleware-multi_json/0.0.6,rubydoc.info,True,https://www.github.com/denro/faraday_middleware-multi_json,,,,,https://github.com/denro/faraday_middleware-multi_json
aws-sdk-recyclebin,1.57.0,28621817,63.2,24.0,38.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-recyclebin/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-recyclebin,,https://github.com/aws/aws-sdk-ruby
graphql-batch,0.6.1,28577093,10.3,7.0,68.0,True,README.md,5244.0,0.0,1.0,0.0,3.0,https://www.rubydoc.info/gems/graphql-batch/0.6.1,rubydoc.info,True,https://github.com/Shopify/graphql-batch,,,,,https://github.com/shopify/graphql-batch
asana,2.0.3,28560794,70.9,334.0,471.0,True,README.md,12215.0,0.0,1.0,0.0,3.0,https://www.rubydoc.info/gems/asana/2.0.3,rubydoc.info,True,https://github.com/asana/ruby-asana,,,,,https://github.com/asana/ruby-asana
yard-sorbet,0.9.0,28511980,0.0,0.0,50.0,False,,0.0,0.0,1.0,0.0,0.0,https://dduugg.github.io/yard-sorbet/,dduugg.github.io,False,https://github.com/dduugg/yard-sorbet,https://github.com/dduugg/yard-sorbet/blob/main/CHANGELOG.md,https://github.com/dduugg/yard-sorbet/wiki,,https://github.com/dduugg/yard-sorbet/issues,https://github.com/dduugg/yard-sorbet
standard-performance,1.9.0,28474300,10.0,1.0,10.0,True,README.md,970.0,1.0,1.0,1.0,4.0,,,False,https://github.com/standardrb/standard-performance,https://github.com/standardrb/standard-performance/blob/main/CHANGELOG.md,,,,https://github.com/standardrb/standard-performance
interception,0.5,28459135,33.3,5.0,15.0,True,README.md,1918.0,1.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/interception/0.5,rubydoc.info,True,http://github.com/ConradIrwin/interception,,,,,https://github.com/conradirwin/interception
ruby-ll,2.2.0,28381098,69.1,96.0,139.0,True,README.md,14807.0,0.0,1.0,2.0,2.0,http://code.yorickpeterse.com/ruby-ll/latest/,code.yorickpeterse.com,False,https://github.com/yorickpeterse/ruby-ll,,,https://gitlab.com/yorickpeterse/ruby-ll,https://gitlab.com/yorickpeterse/ruby-ll/issues,https://github.com/yorickpeterse/ruby-ll
observer,0.1.2,28342793,100.0,7.0,7.0,True,README.md,3800.0,0.0,1.0,0.0,2.0,,,False,https://github.com/ruby/observer,,,,,https://github.com/ftzeng/observer
karafka,2.6.1,28312737,88.9,1400.0,1574.0,True,README.md,5718.0,1.0,1.0,0.0,3.0,https://karafka.io/docs,karafka.io,False,https://karafka.io,https://karafka.io/docs/Changelog-Karafka,,https://github.com/karafka/karafka,https://github.com/karafka/karafka/issues,https://github.com/karafka/karafka
barby,0.7.0,28312239,29.5,104.0,353.0,True,README.md,4973.0,1.0,1.0,0.0,1.0,http://toretore.github.com/barby/,toretore.github.com,False,http://toretore.github.com/barby,,,http://github.com/toretore/barby,,https://github.com/toretore/barby
pry-shell,0.7.0,28305858,2.7,3.0,111.0,True,README.md,2045.0,0.0,1.0,0.0,2.0,,,False,https://github.com/meinac/pry-shell,,,,,https://github.com/meinac/pry-shell
tty-markdown,0.7.2,28274703,87.3,48.0,55.0,True,README.md,11007.0,1.0,1.0,0.0,3.0,https://www.rubydoc.info/gems/tty-markdown,rubydoc.info,True,https://ttytoolkit.org,https://github.com/piotrmurach/tty-markdown/blob/master/CHANGELOG.md,,https://github.com/piotrmurach/tty-markdown,https://github.com/piotrmurach/tty-markdown/issues,https://github.com/piotrmurach/tty-markdown
cucumber-ci-environment,15.0.0,28202383,0.0,0.0,7.0,False,,0.0,0.0,1.0,0.0,0.0,,,False,https://github.com/cucumber/ci-environment,https://github.com/cucumber/ci-environment/blob/main/CHANGELOG.md,,https://github.com/cucumber/ci-environment/tree/main/ruby,https://github.com/cucumber/ci-environment/issues,https://github.com/cucumber/ci-environment
chef-sugar,5.1.12,28120580,73.7,126.0,171.0,False,,0.0,0.0,1.0,0.0,0.0,https://www.rubydoc.info/gems/chef-sugar/5.1.12,rubydoc.info,True,https://github.com/chef/chef-sugar,,,,,https://github.com/chef/chef-sugar
axe-core-api,4.13.0,28083309,6.0,9.0,151.0,True,README.md,164.0,0.0,1.0,0.0,1.0,,,False,https://www.deque.com,,,https://github.com/dequelabs/axe-core-gems,https://github.com/dequelabs/axe-core-gems/issues,https://github.com/dequelabs/axe-core-gems
google-apis-firebaseappdistribution_v1,0.22.0,28002643,61.1,66.0,108.0,False,,0.0,1.0,1.0,0.0,3.0,https://googleapis.dev/ruby/google-apis-firebaseappdistribution_v1/v0.22.0,googleapis.dev,False,https://github.com/google/google-api-ruby-client,https://github.com/googleapis/google-api-ruby-client/tree/main/generated/google-apis-firebaseappdistribution_v1/CHANGELOG.md,,https://github.com/googleapis/google-api-ruby-client/tree/main/generated/google-apis-firebaseappdistribution_v1,https://github.com/googleapis/google-api-ruby-client/issues,https://github.com/googleapis/google-api-ruby-client
rack-rewrite,1.5.1,27953726,35.7,10.0,28.0,True,README.markdown,13222.0,1.0,1.0,0.0,1.0,http://johntrupiano.rubyforge.org/rack-rewrite/,johntrupiano.rubyforge.org,False,http://github.com/jtrupiano/rack-rewrite,,,,http://github.com/jtrupiano/rack-rewrite/issues,https://github.com/jtrupiano/rack-rewrite
fluent-plugin-ec2-metadata,0.1.3,27938145,0.0,0.0,15.0,True,README.md,4744.0,0.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/fluent-plugin-ec2-metadata/0.1.3,rubydoc.info,True,https://github.com/takus/fluent-plugin-ec2-metadata,,,,,https://github.com/takus/fluent-plugin-ec2-metadata
twitter,8.3.1,27916560,94.4,357.0,378.0,True,README.md,5869.0,0.0,1.0,0.0,2.0,https://rubydoc.info/gems/twitter,rubydoc.info,True,https://sferik.github.io/twitter,https://github.com/sferik/twitter-ruby/blob/master/CHANGELOG.md,,https://github.com/sferik/twitter-ruby,https://github.com/sferik/twitter-ruby/issues,https://github.com/sferik/twitter
searchkick,6.1.2,27856457,9.9,37.0,375.0,True,README.md,53971.0,1.0,1.0,0.0,3.0,https://www.rubydoc.info/gems/searchkick/6.1.2,rubydoc.info,True,https://github.com/ankane/searchkick,,,,,https://github.com/ankane/searchkick
posix-spawn,0.3.15,27849351,95.2,20.0,21.0,True,README.md,11906.0,0.0,1.0,0.0,1.0,https://www.rubydoc.info/gems/posix-spawn/0.3.15,rubydoc.info,True,https://github.com/rtomayko/posix-spawn,,,,,https://github.com/rtomayko/posix-spawn
thwait,0.2.0,27777076,100.0,8.0,8.0,True,README.md,1418.0,0.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/thwait/0.2.0,rubydoc.info,True,https://github.com/ruby/thwait,,,,,https://github.com/ruby/thwait
bootstrap_form,5.6.1,27763954,2.4,3.0,125.0,True,README.md,76409.0,1.0,1.0,0.0,10.0,,,False,https://github.com/bootstrap-ruby/bootstrap_form,,,,https://github.com/bootstrap-ruby/bootstrap_form/issues,https://github.com/bootstrap-ruby/bootstrap_form
standard-custom,1.0.2,27725131,0.0,0.0,13.0,True,README.md,996.0,1.0,1.0,0.0,3.0,,,False,https://github.com/standardrb/standard-custom,https://github.com/standardrb/standard-custom/blob/main/CHANGELOG.md,,,,https://github.com/standardrb/standard-custom
buftok,1.0.1,27720607,100.0,6.0,6.0,True,README.md,3871.0,1.0,1.0,0.0,4.0,https://rubydoc.info/gems/buftok/,rubydoc.info,True,https://github.com/sferik/buftok,https://github.com/sferik/buftok/blob/master/CHANGELOG.md,,,https://github.com/sferik/buftok/issues,https://github.com/sferik/buftok
rspec-instafail,1.0.0,27719134,0.0,0.0,6.0,True,Readme.md,1964.0,0.0,0.0,0.0,1.0,https://www.rubydoc.info/gems/rspec-instafail/1.0.0,rubydoc.info,True,https://github.com/grosser/rspec-instafail,,,,,https://github.com/grosser/rspec-instafail
braintree,4.40.0,27617540,3.6,36.0,988.0,False,,0.0,0.0,1.0,0.0,0.0,https://developer.paypal.com/braintree/docs,developer.paypal.com,False,https://www.braintreepayments.com/,https://github.com/braintree/braintree_ruby/blob/master/CHANGELOG.md,,https://github.com/braintree/braintree_ruby,https://github.com/braintree/braintree_ruby/issues,https://github.com/braintree/braintree_ruby
adamantium,0.2.0,27614736,68.4,13.0,19.0,True,README.md,3275.0,0.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/adamantium/0.2.0,rubydoc.info,True,https://github.com/dkubb/adamantium,,,,,https://github.com/dkubb/adamantium
remotipart,1.4.4,27577355,0.0,0.0,10.0,True,README.rdoc,6605.0,1.0,1.0,0.0,5.0,http://www.alfajango.com/blog/remotipart-rails-gem/,alfajango.com,False,http://opensource.alfajango.com/remotipart/,,,https://github.com/JangoSteve/remotipart,https://github.com/JangoSteve/remotipart/issues,https://github.com/jangosteve/remotipart
google-cloud-location,1.5.1,27558779,96.6,28.0,29.0,True,README.md,644.0,0.0,1.0,0.0,4.0,https://www.rubydoc.info/gems/google-cloud-location/1.5.1,rubydoc.info,True,https://github.com/googleapis/google-cloud-ruby,,,,,https://github.com/googleapis/google-cloud-ruby
flog,4.9.4,27533539,3.5,2.0,57.0,True,README.rdoc,2029.0,1.0,0.0,0.0,3.0,,,False,http://ruby.sadi.st/,,,https://github.com/seattlerb/flog,,https://github.com/seattlerb/flog
scout_apm,6.3.0,27487895,19.6,254.0,1299.0,True,README.markdown,2901.0,1.0,1.0,0.0,6.0,,,False,https://www.scoutapm.com,https://github.com/scoutapp/scout_apm_ruby/blob/master/CHANGELOG.markdown,,https://github.com/scoutapp/scout_apm_ruby,,https://github.com/scoutapp/scout_apm_ruby
deep_cloneable,3.2.2,27434289,0.0,0.0,16.0,True,readme.md,9139.0,1.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/deep_cloneable/3.2.2,rubydoc.info,True,https://github.com/moiristo/deep_cloneable,,,,,https://github.com/moiristo/deep_cloneable
inspec,7.2.1,27433531,,0.0,0.0,False,,0.0,0.0,0.0,0.0,3.0,https://www.rubydoc.info/gems/inspec/7.1.7,rubydoc.info,True,https://github.com/inspec/inspec,,,,,https://github.com/inspec/inspec
http_accept_language,2.1.1,27409014,21.4,6.0,28.0,True,README.md,3888.0,0.0,0.0,0.0,1.0,https://www.rubydoc.info/gems/http_accept_language/2.1.1,rubydoc.info,True,https://github.com/iain/http_accept_language,,,,,https://github.com/iain/http_accept_language
dead_end,4.0.0,27366961,32.0,54.0,169.0,True,README.md,7021.0,1.0,1.0,0.0,4.0,,,False,https://github.com/zombocom/dead_end.git,,,,,https://github.com/zombocom/dead_end
opentelemetry-instrumentation-rake,0.6.0,27340717,0.0,0.0,7.0,True,README.md,2243.0,1.0,1.0,0.0,2.0,https://rubydoc.info/gems/opentelemetry-instrumentation-rake/0.6.0,rubydoc.info,True,https://github.com/open-telemetry/opentelemetry-ruby-contrib,https://rubydoc.info/gems/opentelemetry-instrumentation-rake/0.6.0/file/CHANGELOG.md,,https://github.com/open-telemetry/opentelemetry-ruby-contrib/tree/opentelemetry-instrumentation-rake/v0.6.0/instrumentation/rake,https://github.com/open-telemetry/opentelemetry-ruby-contrib/issues,https://github.com/open-telemetry/opentelemetry-ruby-contrib
archive-zip,0.13.1,27226201,78.3,126.0,161.0,True,README.md,7811.0,1.0,1.0,0.0,2.0,http://rdoc.info/gems/archive-zip/0.4.0/frames,rdoc.info,True,http://github.com/javanthropus/archive-zip,,https://github.com/javanthropus/archive-zip/wiki/,https://github.com/javanthropus/archive-zip,https://github.com/javanthropus/archive-zip/issues,https://github.com/javanthropus/archive-zip
cabin,0.9.1,27211521,24.2,23.0,95.0,False,,0.0,0.0,1.0,0.0,0.0,https://www.rubydoc.info/gems/cabin/0.9.1,rubydoc.info,True,https://github.com/jordansissel/ruby-cabin,,,,,https://github.com/jordansissel/ruby-cabin
bundler-unload,1.0.2,27101063,0.0,0.0,8.0,True,README.md,522.0,0.0,1.0,0.0,1.0,https://www.rubydoc.info/gems/bundler-unload/1.0.2,rubydoc.info,True,https://github.com/mpapis/bundler-unload,,,,,https://github.com/mpapis/bundler-unload
hiera,3.12.0,27080891,25.0,17.0,68.0,True,README.md,10707.0,0.0,1.0,0.0,1.0,https://www.rubydoc.info/gems/hiera/3.12.0,rubydoc.info,True,https://github.com/puppetlabs/hiera,,,,,https://github.com/puppetlabs/hiera
abstract_type,0.0.7,27060669,66.7,4.0,6.0,True,README.md,1642.0,0.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/abstract_type/0.0.7,rubydoc.info,True,https://github.com/dkubb/abstract_type,,,,,https://github.com/dkubb/abstract_type
intercom,4.2.2,27038110,0.8,2.0,259.0,True,README.md,25763.0,1.0,0.0,0.0,5.0,http://rubydoc.info/github/intercom/intercom-ruby/master/frames,rubydoc.info,True,https://www.intercom.io,,,https://github.com/intercom/intercom-ruby,https://github.com/intercom/intercom-ruby/issues,https://github.com/intercom/intercom-ruby
mixlib-authentication,3.0.10,27024086,29.5,13.0,44.0,False,,0.0,0.0,1.0,0.0,0.0,https://www.rubydoc.info/gems/mixlib-authentication/3.0.10,rubydoc.info,True,https://github.com/chef/mixlib-authentication,,,,,https://github.com/chef/mixlib-authentication
digest,3.2.1,27019535,50.0,8.0,16.0,True,README.md,3419.0,0.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/digest/3.2.1,rubydoc.info,True,https://github.com/ruby/digest,,,,,https://github.com/ruby/digest
aliyun-sdk,0.8.0,26899380,52.0,154.0,296.0,True,README.md,19008.0,1.0,0.0,0.0,2.0,https://www.rubydoc.info/gems/aliyun-sdk/0.8.0,rubydoc.info,True,https://github.com/aliyun/aliyun-oss-ruby-sdk,,,,,https://github.com/aliyun/aliyun-oss-ruby-sdk
rubocop-rails-omakase,1.1.0,26889020,,0.0,0.0,False,,0.0,0.0,0.0,0.0,0.0,https://www.rubydoc.info/gems/rubocop-rails-omakase/1.1.0,rubydoc.info,True,https://github.com/rails/rubocop-rails-omakase,,,,,https://github.com/rails/rubocop-rails-omakase
expgen,0.1.1,26855003,0.0,0.0,23.0,True,README.md,1500.0,0.0,1.0,0.0,2.0,,,False,,,,,,
roadie,5.3.1,26801004,26.0,40.0,154.0,True,README.md,25069.0,1.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/roadie/5.3.1,rubydoc.info,True,https://github.com/Mange/roadie,,,,https://github.com/Mange/roadie/issues,https://github.com/mange/roadie
chef,19.3.15,26795250,31.5,1877.0,5961.0,True,README.md,4184.0,0.0,1.0,0.0,1.0,https://docs.chef.io/,docs.chef.io,False,https://www.chef.io,https://github.com/chef/chef/blob/main/CHANGELOG.md,,https://github.com/chef/chef/,https://github.com/chef/chef/issues,https://github.com/chef/chef
interactor,3.2.0,26772152,76.5,26.0,34.0,True,README.md,18148.0,1.0,1.0,0.0,4.0,http://rubydoc.info/github/collectiveidea/interactor,rubydoc.info,True,https://github.com/collectiveidea/interactor,,https://github.com/collectiveidea/interactor/wiki,,https://github.com/collectiveidea/interactor/issues,https://github.com/collectiveidea/interactor
rgeo-activerecord,8.1.0,26685677,5.6,4.0,71.0,True,README.md,5787.0,1.0,1.0,0.0,3.0,http://rubydoc.info/gems/rgeo-activerecord/frames,rubydoc.info,True,https://github.com/rgeo/rgeo-activerecord,,,http://github.com/rgeo/rgeo-activerecord,http://github.com/rgeo/rgeo-activerecord/issues,https://github.com/rgeo/rgeo-activerecord
train,3.16.5,26661779,11.7,9.0,77.0,False,,0.0,0.0,1.0,0.0,0.0,,,False,https://github.com/inspec/train,https://github.com/inspec/train/blob/master/CHANGELOG.md,,,https://github.com/inspec/train/issues,https://github.com/inspec/train
procto,0.0.3,26624231,75.0,3.0,4.0,True,README.md,1296.0,0.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/procto/0.0.3,rubydoc.info,True,https://github.com/snusnu/procto,,,,,https://github.com/snusnu/procto
net-ftp,0.3.9,26520209,83.0,78.0,94.0,True,README.md,1523.0,0.0,1.0,0.0,2.0,,,False,https://github.com/ruby/net-ftp,,,,,https://github.com/ruby/net-ftp
concord,0.1.6,26459126,85.7,6.0,7.0,False,,0.0,0.0,0.0,0.0,0.0,https://www.rubydoc.info/gems/concord/0.1.6,rubydoc.info,True,https://github.com/mbj/concord,,,,,https://github.com/mbj/concord
spoon,0.0.6,26458006,0.0,0.0,23.0,False,,0.0,0.0,1.0,0.0,0.0,https://www.rubydoc.info/gems/spoon/0.0.6,rubydoc.info,True,,,,,,
aws-sdk-ivschat,1.60.0,26382393,71.2,42.0,59.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ivschat/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ivschat,,https://github.com/aws/aws-sdk-ruby
gitlab_quality-test_tooling,3.21.4,26343239,15.6,147.0,944.0,True,README.md,18985.0,0.0,1.0,0.0,6.0,,,False,https://gitlab.com/gitlab-org/ruby/gems/gitlab_quality-test_tooling,https://gitlab.com/gitlab-org/ruby/gems/gitlab_quality-test_tooling/-/releases,,,,
hocon,1.4.0,26333612,15.4,140.0,909.0,True,README.md,6179.0,1.0,1.0,0.0,3.0,https://www.rubydoc.info/gems/hocon/1.4.0,rubydoc.info,True,https://github.com/puppetlabs/ruby-hocon,,,,,https://github.com/puppetlabs/ruby-hocon
diplomat,2.6.6,26317048,80.6,112.0,139.0,True,README.md,13141.0,0.0,1.0,0.0,1.0,,,False,https://github.com/WeAreFarmGeek/diplomat,,,https://github.com/johnhamelink/diplomat,https://github.com/johnhamelink/diplomat/issues,https://github.com/johnhamelink/diplomat
aws-sdk-keyspaces,1.60.0,26290576,67.4,31.0,46.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-keyspaces/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-keyspaces,,https://github.com/aws/aws-sdk-ruby
aws-sdk-chimesdkmediapipelines,1.57.0,26237405,77.8,63.0,81.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-chimesdkmediapipelines/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-chimesdkmediapipelines,,https://github.com/aws/aws-sdk-ruby
overcommit,0.73.0,26199837,31.2,181.0,581.0,False,,0.0,0.0,0.0,0.0,0.0,,,False,https://github.com/sds/overcommit,https://github.com/sds/overcommit/blob/main/CHANGELOG.md,,,,https://github.com/sds/overcommit
pstore,0.2.1,26188790,77.3,17.0,22.0,True,README.md,2926.0,0.0,1.0,0.0,1.0,,,False,https://github.com/ruby/pstore,,,,,https://github.com/ruby/pstore
jsonb_accessor,1.4.2,26080665,15.8,3.0,19.0,True,README.md,13338.0,1.0,1.0,0.0,5.0,https://www.rubydoc.info/gems/jsonb_accessor/1.4.2,rubydoc.info,True,https://github.com/madeintandem/jsonb_accessor,,,,,https://github.com/madeintandem/jsonb_accessor
google-cloud-bigquery,1.64.0,26054243,88.5,1135.0,1283.0,False,,0.0,1.0,1.0,0.0,7.0,http://googlecloudplatform.github.io/google-cloud-ruby/#/docs/google-cloud-bigquery/latest,googlecloudplatform.github.io,False,https://github.com/googleapis/google-cloud-ruby/tree/master/google-cloud-bigquery,,,,https://github.com/GoogleCloudPlatform/google-cloud-ruby/labels/API%3A%20bigquery,https://github.com/googleapis/google-cloud-ruby
abbrev,0.1.2,26016328,50.0,1.0,2.0,True,README.md,1347.0,0.0,1.0,0.0,2.0,,,False,https://github.com/ruby/abbrev,,,,,https://github.com/ruby/abbrev
activerecord-postgis-adapter,11.1.1,26014764,16.4,10.0,61.0,False,,0.0,0.0,1.0,0.0,1.0,,,False,http://github.com/rgeo/activerecord-postgis-adapter,,,,,https://github.com/rgeo/activerecord-postgis-adapter
omniauth-alicloud,3.0.0,25905216,0.0,0.0,2.0,True,README.md,1004.0,1.0,1.0,0.0,3.0,,,False,https://gitlab.com/gitlab-jh/jh-team/omniauth-alicloud,,,,,
aws-sdk-billingconductor,1.60.0,25815938,78.1,57.0,73.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-billingconductor/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-billingconductor,,https://github.com/aws/aws-sdk-ruby
fog-vsphere,3.7.3,25726811,5.3,28.0,527.0,True,README.md,3257.0,1.0,1.0,0.0,4.0,https://www.rubydoc.info/gems/fog-vsphere/3.7.3,rubydoc.info,True,https://github.com/fog/fog-vsphere,,https://github.com/fog/fog-vsphere/wiki,,https://github.com/fog/fog-vsphere/issues,https://github.com/fog/fog-vsphere
gemojione,4.3.3,25708536,0.0,0.0,59.0,True,README.md,10805.0,1.0,1.0,0.0,3.0,https://www.rubydoc.info/gems/gemojione/4.3.3,rubydoc.info,True,https://github.com/bonusly/gemojione,,,,,https://github.com/bonusly/gemojione
king_konf,1.0.1,25591664,0.0,0.0,31.0,True,README.md,4228.0,0.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/king_konf/1.0.1,rubydoc.info,True,https://github.com/dasch/king_konf,,,,,https://github.com/dasch/king_konf
aws-sdk-pinpointsmsvoicev2,1.61.0,25522347,87.3,131.0,150.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-pinpointsmsvoicev2/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-pinpointsmsvoicev2,,https://github.com/aws/aws-sdk-ruby
rspec-activemodel-mocks,1.3.0,25477290,39.3,11.0,28.0,True,README.md,2626.0,0.0,1.0,0.0,2.0,https://rspec.info/documentation/,rspec.info,False,https://github.com/rspec/rspec-activemodel-mocks,,,,https://github.com/rspec/rspec-activemodel-mocks/issues,https://github.com/rspec/rspec-activemodel-mocks
gem-release,2.2.4,25404195,0.0,0.0,279.0,True,README.md,19215.0,1.0,0.0,0.0,5.0,https://www.rubydoc.info/gems/gem-release/2.2.4,rubydoc.info,True,https://github.com/svenfuchs/gem-release,,,,,https://github.com/svenfuchs/gem-release
