gem,version,released,status,gem_bytes,rb_files,native_files,functions,functions_ruby,functions_native,functions_public,functions_private,functions_protected,functions_module_function,native_languages,lines_code,lines_total,parse_errors,added,removed,net,running_total,drift
rex-registry,0.1.6,2025-02-13,ok,14848,8,0,84,84,0,84,0,0,0,,268,386,0,84,0,84,84,0
mini_racer,0.22.1,2026-08-27,ok,56832,6,5,83,63,21,53,30,0,0,c+cpp,885,1081,0,83,0,83,83,0
web-console,4.3.0,2026-02-23,ok,29696,22,0,83,83,0,54,29,0,1,,597,904,0,83,0,83,83,0
aws-sdk-shield,1.99.0,2026-07-09,ok,54784,11,0,83,83,0,81,2,0,0,,2030,6051,0,83,0,83,83,0
semaphore_test_boosters,2.7.1,2021-08-06,ok,13824,18,0,83,83,0,71,12,0,15,,520,727,0,83,0,83,83,0
multi_json,1.21.1,2026-05-04,ok,26624,16,0,83,83,0,57,26,0,7,,612,1785,0,83,0,83,83,0
fastlane-plugin-sentry,2.6.3,2026-09-03,ok,42046464,14,0,83,83,0,83,0,0,0,,1203,1430,0,83,0,83,83,0
rqrcode_core,2.1.0,2026-01-07,ok,18944,14,0,83,83,0,68,14,1,0,,1047,1482,0,83,0,83,83,0
wasabi,5.1.0,2024-10-27,ok,13312,6,0,82,82,0,77,5,0,0,,423,625,0,82,0,82,82,0
safe_yaml,1.0.5,2019-02-22,ok,30720,24,0,82,87,0,76,6,0,7,,832,1093,0,82,0,82,82,0
dry-configurable,1.4.0,2026-05-14,ok,16384,15,0,82,82,0,72,10,0,0,,488,938,0,82,0,82,82,0
aws-sdk-chimesdkmeetings,1.68.0,2026-07-09,ok,45056,11,0,82,82,0,80,2,0,0,,1492,4830,0,82,0,82,82,0
aws-sdk-schemas,1.70.0,2026-07-09,ok,39424,12,0,82,82,0,78,4,0,0,,2236,5685,0,82,0,82,82,0
twitter-text,3.1.0,2020-03-31,ok,59392,13,0,82,82,0,70,12,0,0,,1191,1876,0,82,0,82,82,0
aws-sdk-servicediscovery,1.104.0,2026-07-14,ok,67584,11,0,82,82,0,80,2,0,0,,2137,9259,0,82,0,82,82,0
pleaserun,0.0.34,2026-05-25,ok,35840,16,0,82,82,0,82,0,0,14,,775,1138,0,82,0,82,82,0
sin_lru_redux,2.5.3,2026-08-10,ok,11776,18,0,82,83,0,67,15,0,0,,499,668,0,82,0,82,82,0
aws-sdk-chimesdkmediapipelines,1.57.0,2026-07-09,ok,70144,11,0,82,82,0,80,2,0,0,,2778,8427,0,82,0,82,82,0
tracking_number,3.0.0,2026-08-15,ok,97280,9,0,81,83,0,70,5,6,0,,552,727,0,81,0,81,81,0
smart_properties,1.17.0,2021-12-16,ok,23040,8,0,81,81,0,69,4,8,0,,419,635,0,81,0,81,81,0
liquid-c,4.2.0,2024-01-24,ok,51200,6,38,81,35,49,76,5,0,0,c,301,387,0,81,0,81,81,0
carmen,1.1.3,2019-07-02,ok,196608,9,0,81,81,0,67,14,0,0,,367,581,0,81,0,81,81,0
pathutil,0.16.2,2018-10-30,ok,11776,3,0,81,97,0,73,8,0,0,,628,1048,0,81,0,81,81,0
aws-sdk-cloudwatchevidently,1.53.0,2026-01-26,ok,67584,11,0,81,81,0,79,2,0,0,,2793,9036,0,81,0,81,81,0
image_processing,2.1.0,2026-09-01,ok,19456,8,0,81,81,0,66,15,0,6,,580,887,0,81,0,81,81,0
aws-sdk-machinelearning,1.89.0,2026-07-09,ok,62464,13,0,80,80,0,76,4,0,0,,2210,8184,0,80,0,80,80,0
erb,6.0.7,2026-08-04,ok,27648,7,1,80,82,1,75,5,0,0,c,499,1870,0,80,0,80,80,0
aws-sdk-groundstation,1.88.0,2026-07-09,ok,79872,12,0,80,80,0,76,4,0,0,,3333,10263,0,80,0,80,80,0
graphql-docs,6.0.0,2026-01-22,ok,45568,8,0,80,80,0,51,29,0,0,,987,1754,0,80,0,80,80,0
aws-sdk-ssmincidents,1.69.0,2026-07-09,ok,58880,12,0,80,80,0,76,4,0,0,,2441,7058,0,80,0,80,80,0
em-hiredis,0.3.1,2016-01-27,ok,28160,9,0,80,81,0,69,9,2,0,,651,922,0,80,0,80,80,0
aws-partitions,1.1283.0,2026-09-01,ok,83968,7,0,80,80,0,56,24,0,0,,964,1394,0,80,0,80,80,0
train-rest,0.5.0,2022-09-06,ok,13824,14,0,80,80,0,61,19,0,0,,519,756,0,80,0,80,80,0
money-rails,3.0.0,2026-01-14,ok,25600,22,0,80,80,0,63,17,0,0,,777,1197,0,80,0,80,80,0
timeliness,0.5.3,2025-05-13,ok,29184,11,0,80,80,0,67,13,0,0,,663,898,0,80,0,80,80,0
reverse_markdown,3.0.2,2026-01-20,ok,25600,34,0,80,80,0,64,16,0,0,,711,857,0,80,0,80,80,0
rails-deprecated_sanitizer,1.0.4,2021-02-15,ok,26112,11,0,80,80,0,60,7,13,0,,1131,1933,0,80,0,80,80,0
patience_diff,1.2.0,2021-02-28,ok,14848,10,0,80,80,0,68,12,0,0,,466,595,0,80,0,80,80,0
aws-sdk-codebuild,1.177.0,2026-07-09,ok,143872,11,0,80,80,0,78,2,0,0,,4009,18327,0,80,0,80,80,0
aws-sigv4,1.12.1,2025-06-10,ok,19456,7,0,80,80,0,46,34,0,0,,599,1139,0,80,0,80,80,0
openproject-token,8.13.0,2026-08-21,ok,22016,6,0,79,79,0,68,11,0,0,,452,643,0,79,0,79,79,0
validates_timeliness,8.0.0,2024-12-31,ok,29184,15,0,79,82,0,79,0,0,0,,445,600,0,79,0,79,79,0
train,3.16.5,2026-06-11,ok,16896,11,0,79,79,0,58,21,0,0,,706,980,0,79,0,79,79,0
rex-powershell,0.1.105,2026-08-31,ok,26624,13,0,79,79,0,79,0,0,0,,940,1638,0,79,0,79,79,0
aws-sdk-lookoutequipment,1.67.0,2026-07-09,ok,77312,11,0,78,78,0,76,2,0,0,,3216,10267,0,78,0,78,78,0
dry-struct,1.8.1,2026-03-03,ok,18432,15,0,78,78,0,66,11,1,0,,515,1064,0,78,0,78,78,0
sys-proctable,1.3.0,2022-12-26,ok,56320,21,0,78,96,0,76,2,0,0,,2115,3033,0,78,0,78,78,0
aws-sdk-elasticloadbalancing,1.92.0,2026-07-09,ok,54272,12,0,78,78,0,74,4,0,0,,1881,6696,0,78,0,78,78,0
aws-sdk-iottwinmaker,1.58.0,2026-07-09,ok,68096,12,0,78,78,0,76,2,0,0,,3587,10304,0,78,0,78,78,0
aws-sdk-elasticsearchservice,1.124.0,2026-07-13,ok,94208,11,0,78,78,0,76,2,0,0,,3669,11200,0,78,0,78,78,0
busser,0.9.2,2026-08-28,ok,40960,23,0,78,78,0,44,34,0,27,,864,1912,0,78,0,78,78,0
uri-idna,0.3.1,2025-06-17,ok,78848,25,0,78,78,0,58,20,0,0,,13794,14141,0,78,0,78,78,0
pundit-matchers,4.0.0,2024-12-17,ok,9216,11,0,77,77,0,56,21,0,0,,407,797,0,77,0,77,77,0
aws-sdk-kinesisvideo,1.97.0,2026-07-09,ok,55808,11,0,77,77,0,75,2,0,0,,2054,6179,0,77,0,77,77,0
protected_attributes,1.1.4,2017-05-04,ok,15360,17,0,77,78,0,58,12,7,0,,689,1223,0,77,0,77,77,0
logtail-rails,0.2.12,2025-11-24,ok,34304,55,0,77,77,0,63,14,0,1,,952,1660,0,77,0,77,77,0
pry-byebug,3.12.0,2026-01-16,ok,15872,24,0,77,79,0,60,17,0,3,,629,1064,0,77,0,77,77,0
rake-compiler-dock,1.12.0,2026-04-16,ok,54272,9,1,77,77,0,76,1,0,0,c,756,1015,0,77,0,77,77,0
rgeo-activerecord,8.1.0,2025-10-23,ok,14336,8,0,77,78,0,72,5,0,0,,429,660,0,77,0,77,77,0
aws-sdk-appmesh,1.95.0,2026-07-09,ok,84992,11,0,77,77,0,75,2,0,0,,4062,14742,0,77,0,77,77,0
scientist,1.6.5,2024-12-16,ok,26624,7,0,77,77,0,74,3,0,0,,368,676,0,77,0,77,77,0
markaby,0.9.4,2024-06-14,ok,25600,13,0,77,79,0,64,13,0,0,,686,911,0,77,0,77,77,0
aws-sdk-opensearchserverless,1.62.0,2026-07-09,ok,59904,12,0,77,77,0,75,2,0,0,,2943,8904,0,77,0,77,77,0
google-cloud-translate-v2,1.2.0,2026-06-11,ok,18944,9,0,77,81,0,69,0,8,0,,390,1082,0,77,0,77,77,0
aws-sdk-connectcases,1.71.0,2026-07-09,ok,71168,12,0,77,77,0,75,2,0,0,,3495,10365,0,77,0,77,77,0
aws-sdk-cloudwatchevents,1.108.0,2026-07-09,ok,79872,11,0,77,77,0,75,2,0,0,,3164,10143,0,77,0,77,77,0
gitlab-cloud-connector,1.53.0,2026-08-10,ok,20992,11,0,77,77,0,57,11,9,0,,385,531,0,77,0,77,77,0
aws-sdk-swf,1.89.0,2026-07-09,ok,91136,12,0,77,77,0,75,2,0,0,,3211,13491,0,77,0,77,77,0
wisper,3.0.0,2024-05-23,ok,26624,13,0,76,76,0,53,23,0,0,,357,539,0,76,0,76,76,0
aws-sdk-panorama,1.59.0,2026-06-29,ok,53248,11,0,76,76,0,74,2,0,0,,2584,7073,0,76,0,76,76,0
coveralls_reborn,1.0.0,2026-07-17,ok,14848,8,0,76,76,0,62,14,0,14,,624,877,0,76,0,76,76,0
jekyll-remote-theme,0.5.2,2026-07-30,ok,10240,6,0,76,76,0,26,50,0,0,,492,683,0,76,0,76,76,0
aws-sdk-codestarconnections,1.77.0,2026-07-09,ok,43008,11,0,76,76,0,74,2,0,0,,1838,5200,0,76,0,76,76,0
fake_ftp,0.3.0,2017-08-01,ok,94720,27,0,76,78,0,72,4,0,0,,596,743,0,76,0,76,76,0
aws-sdk-kinesisanalyticsv2,1.95.0,2026-07-17,ok,87040,11,0,76,76,0,74,2,0,0,,3385,11179,0,76,0,76,76,0
aws-sdk-datasync,1.127.0,2026-07-28,ok,112640,11,0,75,75,0,73,2,0,0,,3151,14289,0,75,0,75,75,0
aws-sdk-lexmodelbuildingservice,1.108.0,2026-07-09,ok,86528,11,0,75,75,0,73,2,0,0,,2980,11307,0,75,0,75,75,0
perfect_toml,0.9.1,2026-02-25,ok,15872,3,0,75,75,0,44,31,0,0,,717,1083,0,75,0,75,75,0
activerecord-postgis-adapter,11.1.1,2025-11-27,ok,12288,15,0,75,78,0,66,8,1,0,,633,832,0,75,0,75,75,0
aws-sdk-route53recoverycontrolconfig,1.60.0,2026-07-09,ok,40960,12,0,75,75,0,71,4,0,0,,1735,4801,0,75,0,75,75,0
aws-sdk-servicequotas,1.76.0,2026-09-04,ok,45056,11,0,75,75,0,73,2,0,0,,1801,5324,0,75,0,75,75,0
aws-sdk-connectwisdomservice,1.65.0,2026-07-09,ok,61952,11,0,75,75,0,73,2,0,0,,2836,8936,0,75,0,75,75,0
aws-sdk-xray,1.102.0,2026-07-09,ok,71680,11,0,75,75,0,73,2,0,0,,2952,8961,0,75,0,75,75,0
shoulda-context,2.0.0,2020-06-13,ok,34304,14,0,75,75,0,74,1,0,0,,483,803,0,75,0,75,75,0
devise-secure_password,2.2.3,2026-03-18,ok,510464,15,0,75,75,0,40,8,27,0,,574,787,0,75,0,75,75,0
patch_finder,1.0.2,2016-03-30,ok,14848,8,0,74,74,0,54,20,0,0,,643,1015,0,74,0,74,74,0
flay,2.14.4,2026-04-14,ok,24576,4,0,74,76,0,74,0,0,0,,597,915,0,74,0,74,74,0
aws-sdk-billingconductor,1.60.0,2026-07-09,ok,56832,12,0,74,74,0,72,2,0,0,,2583,7442,0,74,0,74,74,0
logtail-rack,0.2.6,2025-02-11,ok,14848,14,0,74,74,0,62,12,0,0,,588,873,0,74,0,74,74,0
rspec-html-matchers,0.10.0,2022-07-26,ok,20480,7,0,74,74,0,51,23,0,0,,566,812,0,74,0,74,74,0
stormbreaker,1.0.0,2023-08-18,ok,9216,11,0,74,74,0,74,0,0,0,,332,443,0,74,0,74,74,0
aws-sdk-greengrassv2,1.74.0,2026-07-09,ok,62976,11,0,74,74,0,72,2,0,0,,2266,7216,0,74,0,74,74,0
ar_lazy_preload,2.1.2,2026-05-10,ok,13312,20,0,74,74,0,49,22,3,0,,491,739,0,74,0,74,74,0
nori,2.9.1,2026-07-05,ok,19968,10,0,74,74,0,50,24,0,0,,457,791,0,74,0,74,74,0
aws-sdk-outposts,1.109.0,2026-08-18,ok,77824,11,0,74,74,0,72,2,0,0,,3114,9456,0,74,0,74,74,0
instructure-happymapper,0.5.10,2015-08-04,ok,54272,8,0,74,74,0,60,14,0,0,,603,1274,0,74,0,74,74,0
json_completer,1.2.0,2026-03-15,ok,12800,4,0,74,78,0,42,32,0,6,,930,1153,0,74,0,74,74,0
corefoundation,0.3.19,2026-06-30,ok,12800,17,0,73,80,0,70,3,0,0,,597,1010,0,73,0,73,73,0
m,1.7.0,2025-12-20,ok,194560,17,0,73,73,0,61,12,0,0,,402,581,0,73,0,73,73,0
code_analyzer,0.5.5,2022-01-30,ok,17920,11,0,73,73,0,73,0,0,0,,590,1192,0,73,0,73,73,0
google-cloud-profiler-v2,1.7.0,2026-06-11,ok,54272,28,0,73,73,0,73,0,0,0,,1442,5136,0,73,0,73,73,0
aws-sdk-sms,1.77.0,2025-09-11,ok,50176,11,0,73,73,0,71,2,0,0,,2220,6287,0,73,0,73,73,0
ahoy_email,4.0.0,2026-08-08,ok,16896,21,0,73,73,0,57,5,11,0,,721,921,0,73,0,73,73,0
hitimes,3.2.0,2026-05-22,ok,18944,12,0,73,75,0,72,1,0,0,,412,1202,0,73,0,73,73,0
aws-sdk-dataexchange,1.87.0,2026-07-09,ok,65024,12,0,73,73,0,71,2,0,0,,3125,9444,0,73,0,73,73,0
xpath,3.2.0,2018-10-15,ok,14336,7,0,73,73,0,71,2,0,0,,302,393,0,73,0,73,73,0
crass,1.0.7,2026-06-25,ok,20992,6,0,73,73,0,73,0,0,0,,1017,1690,0,73,0,73,73,0
gelf,3.1.0,2018-09-05,ok,19968,7,0,72,72,0,39,22,11,0,,494,666,0,72,0,72,72,0
terrapin,1.1.1,2025-07-09,ok,18432,12,0,72,72,0,48,24,0,0,,383,495,0,72,0,72,72,0
working_hours,1.5.0,2024-11-24,ok,24064,9,0,72,74,0,57,15,0,0,,536,671,0,72,0,72,72,0
marcel,2.1.0,2026-08-22,ok,65536,9,0,72,72,0,37,35,0,0,,4033,4510,0,72,0,72,72,0
gitlab-rspec-metrics-exporter,0.2.0,2026-05-27,ok,11776,9,0,72,72,0,34,38,0,0,,391,647,0,72,0,72,72,0
versionist,2.0.1,2019-07-22,ok,12800,38,0,72,72,0,65,7,0,0,,810,1014,20,72,0,72,72,0
uuidtools,3.0.0,2025-03-09,ok,27136,3,0,72,72,0,67,0,5,0,,661,1067,0,72,0,72,72,0
neighbor,1.2.0,2026-06-05,ok,18432,22,0,72,72,0,58,14,0,0,,973,1157,0,72,0,72,72,0
aws-sdk-chimesdkidentity,1.60.0,2026-07-09,ok,39936,11,0,72,72,0,70,2,0,0,,1889,5039,0,72,0,72,72,0
pastel,0.8.0,2020-07-04,ok,15872,10,0,72,73,0,60,2,10,3,,415,896,0,72,0,72,72,0
folio-pagination,0.0.12,2017-03-06,ok,20992,16,0,72,72,0,72,0,0,0,,474,782,0,72,0,72,72,0
aws-sdk-gluedatabrew,1.72.0,2026-07-09,ok,71680,11,0,71,71,0,69,2,0,0,,3033,9853,0,71,0,71,71,0
aws-sdk-translate,1.99.0,2026-07-09,ok,49152,12,0,71,71,0,69,2,0,0,,1656,5375,0,71,0,71,71,0
set,1.1.3,2026-04-15,ok,15872,2,0,71,85,0,71,0,0,0,,369,866,0,71,0,71,71,0
logstash-filter-translate,3.5.1,2026-07-30,ok,33792,13,0,71,71,0,51,14,6,0,,719,1042,0,71,0,71,71,0
aws-sdk-cloudcontrolapi,1.56.0,2026-07-09,ok,36352,12,0,71,71,0,67,4,0,0,,1166,3861,0,71,0,71,71,0
config,5.6.1,2025-07-11,ok,24576,18,0,71,72,0,63,6,2,0,,587,829,0,71,0,71,71,0
rails-settings-cached,2.9.6,2024-12-10,ok,13824,18,0,71,71,0,66,5,0,0,,434,575,2,71,0,71,71,0
pdfkit,0.8.7.3,2023-05-30,ok,26624,9,0,71,71,0,51,14,6,0,,413,563,0,71,0,71,71,0
sprockets-helpers,1.4.0,2020-08-31,ok,16896,10,0,71,71,0,55,1,15,0,,371,679,0,71,0,71,71,0
progress,3.6.0,2021-04-02,ok,17408,10,0,71,71,0,47,13,11,1,,475,683,0,71,0,71,71,0
sidekiq-status,4.0.0,2025-09-25,ok,407552,12,0,71,74,0,59,6,6,0,,545,787,0,71,0,71,71,0
creek,2.6.3,2023-05-03,ok,359936,11,0,71,72,0,57,14,0,0,,573,830,0,71,0,71,71,0
hiera,3.12.0,2023-02-08,ok,40960,16,0,71,71,0,68,3,0,8,,742,1217,0,71,0,71,71,0
less,2.6.0,2014-06-03,ok,2153984,9,0,70,70,0,66,4,0,0,,489,677,0,70,0,70,70,0
aws-sdk-devopsguru,1.77.0,2026-07-09,ok,74240,11,0,70,70,0,68,2,0,0,,3037,9724,0,70,0,70,70,0
groupdate,6.8.0,2026-04-04,ok,18432,12,0,70,70,0,61,9,0,0,,797,956,0,70,0,70,70,0
aws-sdk-managedgrafana,1.66.0,2026-07-09,ok,53760,12,0,70,70,0,68,2,0,0,,1900,6161,0,70,0,70,70,0
stackprof,0.2.28,2026-02-13,ok,74240,7,1,70,63,7,66,4,0,0,c,754,922,0,70,0,70,70,0
flatware-rspec,2.4.0,2026-03-21,ok,12288,16,0,70,73,0,50,20,0,5,,518,650,0,70,0,70,70,0
parallel,2.2.0,2026-09-06,ok,12800,3,0,70,70,0,42,28,0,0,,680,869,0,70,0,70,70,0
gh_inspector,1.1.3,2018-03-06,ok,12800,6,0,70,70,0,60,10,0,0,,240,389,0,70,0,70,70,0
aws-sdk-signer,1.87.0,2026-07-09,ok,46080,12,0,70,70,0,66,4,0,0,,1675,4945,0,70,0,70,70,0
childprocess,5.1.0,2024-08-06,ok,21504,12,0,70,70,0,51,19,0,0,,437,678,0,70,0,70,70,0
user_agent_parser,2.21.0,2026-02-12,ok,52224,7,0,70,73,0,56,14,0,0,,348,456,0,70,0,70,70,0
combustion,1.5.0,2024-07-07,ok,17920,21,0,70,70,0,30,40,0,0,,554,768,0,70,0,70,70,0
nessus_rest,0.1.6,2016-09-20,ok,11264,1,0,69,69,0,69,0,0,0,,432,830,0,69,0,69,69,0
require-hooks,0.5.1,2026-08-26,ok,14336,8,0,69,71,0,61,8,0,3,,548,785,0,69,0,69,69,0
amatch,0.7.0,2026-06-05,ok,41472,6,4,69,0,69,69,0,0,0,c,60,73,0,69,0,69,69,0
dotenv,3.2.0,2025-12-03,ok,17408,17,0,69,69,0,57,12,0,0,,544,796,0,69,0,69,69,0
carrierwave_direct,3.0.0,2021-06-14,ok,36864,13,0,69,69,0,60,9,0,0,,622,837,0,69,0,69,69,0
socksify,1.8.1,2025-07-20,ok,24064,7,0,69,69,0,62,7,0,0,,460,619,0,69,0,69,69,0
aws-sdk-fms,1.109.0,2026-07-09,ok,93184,11,0,69,69,0,67,2,0,0,,3308,10948,0,69,0,69,69,0
aws-sdk-securitylake,1.57.0,2026-07-09,ok,50176,11,0,69,69,0,67,2,0,0,,1906,5551,0,69,0,69,69,0
aws-sdk-lookoutmetrics,1.61.0,2025-10-30,ok,55808,11,0,69,69,0,67,2,0,0,,2503,6992,0,69,0,69,69,0
rails_icons,1.9.0,2026-06-24,ok,89600,16,0,69,69,0,33,36,0,0,,476,725,0,69,0,69,69,0
default_value_for,4.2.0,2025-11-05,ok,15872,4,0,69,73,0,69,0,0,0,,530,739,0,69,0,69,69,0
rgeo-geojson,2.2.0,2024-07-22,ok,12288,8,0,69,71,0,55,14,0,0,,412,671,0,69,0,69,69,0
ffi-yajl,3.0.1,2026-07-28,ok,136704,14,3,68,52,19,63,5,0,0,c,739,1254,0,68,0,68,68,0
onnxruntime,0.11.6,2026-08-12,ok,38808576,9,0,68,68,0,50,18,0,0,,937,1115,0,68,0,68,68,0
lobby_boy,0.1.3,2018-07-09,ok,24576,12,0,68,68,0,68,0,0,6,,359,498,0,68,0,68,68,0
kitchen-vagrant,2.4.1,2026-08-30,ok,20480,3,0,68,68,0,25,1,42,0,,557,1249,0,68,0,68,68,0
brpoplpush-redis_script,0.1.3,2022-11-07,ok,12288,11,0,68,68,0,61,7,0,6,,375,791,0,68,0,68,68,0
timers,4.4.0,2025-02-07,ok,15872,8,0,68,69,0,61,5,2,0,,359,665,0,68,0,68,68,0
fakeweb,1.3.0,2010-08-23,ok,58368,8,0,68,68,0,55,13,0,0,,432,654,0,68,0,68,68,0
omniauth-identity,3.2.1,2026-07-15,ok,53760,12,0,68,68,0,62,6,0,0,,609,1470,0,68,0,68,68,0
aws-sdk-cloudwatchrum,1.60.0,2026-07-09,ok,48640,12,0,68,68,0,66,2,0,0,,1608,5236,0,68,0,68,68,0
state_machines-rspec,0.6.0,2019-05-30,ok,14848,11,0,68,68,0,52,13,3,0,,373,465,0,68,0,68,68,0
logger,1.7.0,2025-03-27,ok,16896,7,0,67,70,0,49,18,0,2,,482,1196,0,67,0,67,67,0
fluent-plugin-kinesis,3.7.0,2026-04-11,ok,35840,10,0,67,67,0,39,28,0,0,,822,1078,0,67,0,67,67,0
ref,2.0.0,2015-07-10,ok,16384,15,3,67,71,0,59,8,0,0,java,515,846,0,67,0,67,67,0
ruby-magic,0.6.0,2023-03-14,ok,1224704,6,5,67,42,25,64,3,0,0,c,486,856,0,67,0,67,67,0
aws-sdk-pinpointemail,1.84.0,2026-07-09,ok,67072,11,0,67,67,0,65,2,0,0,,2270,7357,0,67,0,67,67,0
aws-sdk-connectcampaignservice,1.51.0,2026-07-09,ok,33792,11,0,67,67,0,65,2,0,0,,1423,3693,0,67,0,67,67,0
mixlib-config,3.0.27,2022-06-08,ok,14336,6,0,67,67,0,57,9,1,0,,451,932,0,67,0,67,67,0
coveralls,0.8.23,2019-05-01,ok,17408,8,0,67,67,0,58,9,0,0,,570,776,0,67,0,67,67,0
aws-sdk-amplify,1.106.0,2026-08-20,ok,64000,11,0,67,67,0,65,2,0,0,,2458,8427,0,67,0,67,67,0
canvas_statsd,2.0.4,2017-03-29,ok,14336,11,0,67,67,0,58,9,0,0,,407,544,0,67,0,67,67,0
chef-telemetry,1.1.1,2021-07-26,ok,13312,8,0,67,67,0,57,10,0,0,,389,533,0,67,0,67,67,0
aws-sdk-route53domains,1.98.0,2026-07-09,ok,68096,11,0,67,67,0,65,2,0,0,,1970,7785,0,67,0,67,67,0
aws-sdk-identitystore,1.72.0,2026-07-09,ok,42496,11,0,67,67,0,65,2,0,0,,1654,5132,0,67,0,67,67,0
win32-registry,0.1.2,2025-12-10,ok,14336,1,0,67,68,0,66,1,0,20,,515,943,0,67,0,67,67,0
aws-sdk-codecatalyst,1.52.0,2026-07-09,ok,51712,12,0,66,66,0,64,2,0,0,,2582,7593,0,66,0,66,66,0
aws-sdk-resourceexplorer2,1.54.0,2026-07-09,ok,52224,12,0,66,66,0,64,2,0,0,,1975,6312,0,66,0,66,66,0
tiny_tds,3.4.0,2026-01-01,ok,57856,9,6,66,46,20,58,8,0,0,c,384,513,0,66,0,66,66,0
aws-sdk-snowball,1.105.0,2026-07-09,ok,64000,11,0,66,66,0,64,2,0,0,,1982,7301,0,66,0,66,66,0
aws-sdk-dax,1.89.0,2026-07-09,ok,44544,11,0,66,66,0,64,2,0,0,,1614,5116,0,66,0,66,66,0
aws-sdk-cognitoidentity,1.91.0,2026-07-09,ok,45056,12,0,66,66,0,63,3,0,0,,1534,4635,0,66,0,66,66,0
tty-spinner,0.9.3,2020-01-28,ok,17408,5,0,66,66,0,53,13,0,0,,728,1183,0,66,0,66,66,0
stringio,3.2.0,2025-12-17,ok,20480,1,1,66,0,66,66,0,0,0,c,7,10,0,66,0,66,66,0
aws-sdk-migrationhubrefactorspaces,1.57.0,2026-07-09,ok,46080,11,0,66,66,0,64,2,0,0,,2023,6189,0,66,0,66,66,0
dry-container,0.11.0,2022-09-16,ok,12800,14,0,66,66,0,63,3,0,0,,408,874,0,66,0,66,66,0
toxiproxy,2.0.2,2022-09-02,ok,11776,5,0,66,66,0,58,8,0,0,,353,478,0,66,0,66,66,0
sprockets-rails,3.5.2,2024-07-31,ok,16384,12,0,66,67,0,49,9,8,0,,724,938,0,66,0,66,66,0
aws-sdk-detective,1.85.0,2026-07-09,ok,48128,11,0,65,65,0,63,2,0,0,,1820,5274,0,65,0,65,65,0
database_cleaner-core,2.1.0,2026-06-01,ok,24576,11,0,65,66,0,48,17,0,0,,321,432,0,65,0,65,65,0
epub-cfi,0.1.4,2025-10-28,ok,18432,3,0,65,65,0,64,1,0,1,,328,459,0,65,0,65,65,0
aws-sdk-applicationinsights,1.83.0,2026-07-24,ok,51712,11,0,65,65,0,63,2,0,0,,2054,6093,0,65,0,65,65,0
responders,3.2.1,2026-08-27,ok,20992,10,0,65,66,0,34,0,31,0,,439,1038,0,65,0,65,65,0
aws-sdk-budgets,1.111.0,2026-07-09,ok,55296,11,0,65,65,0,63,2,0,0,,2029,6322,0,65,0,65,65,0
snowplow-tracker,0.8.0,2021-10-29,ok,27648,9,0,65,65,0,65,0,0,0,,515,1882,0,65,0,65,65,0
aws-sdk-iotanalytics,1.93.0,2026-01-16,ok,61440,11,0,65,65,0,63,2,0,0,,2593,7479,0,65,0,65,65,0
pkg-config,1.6.5,2025-12-01,ok,24576,1,0,65,65,0,42,21,2,16,,637,731,0,65,0,65,65,0
aws-sdk-mediatailor,1.127.0,2026-09-04,ok,108544,11,0,65,65,0,63,2,0,0,,3385,13190,0,65,0,65,65,0
statsd-ruby,1.5.0,2021-01-07,ok,15872,3,0,64,66,0,54,7,3,0,,296,550,0,64,0,64,64,0
net-ping,2.1.1,2026-08-16,ok,33792,9,0,64,70,0,61,3,0,0,,655,1045,0,64,0,64,64,0
html2haml,2.3.0,2022-10-06,ok,21504,5,0,64,64,0,31,27,6,0,,598,972,0,64,0,64,64,0
deprecation_toolkit,2.4.0,2026-05-07,ok,12800,16,0,64,64,0,51,13,0,0,,506,694,0,64,0,64,64,0
fastlane-plugin-appcenter,2.1.3,2025-01-23,ok,24064,7,0,64,64,0,64,0,0,0,,1957,2302,0,64,0,64,64,0
turbo_power,0.8.0,2026-07-13,ok,14336,9,0,64,64,0,60,4,0,0,,314,454,0,64,0,64,64,0
rack-cors,3.0.0,2025-05-16,ok,13824,6,0,64,64,0,49,0,15,0,,398,513,0,64,0,64,64,0
aws-sdk-batch,1.151.0,2026-08-24,ok,174592,11,0,64,64,0,62,2,0,0,,4433,22156,0,64,0,64,64,0
syslog,0.4.0,2026-01-29,ok,18944,4,1,64,47,17,63,1,0,0,c,325,617,0,64,0,64,64,0
aws-sdk-finspacedata,1.69.0,2026-07-09,ok,53248,12,0,64,64,0,62,2,0,0,,2157,6775,0,64,0,64,64,0
grape_logging,3.0.0,2025-08-07,ok,19456,18,0,64,66,0,39,24,1,0,,511,647,0,64,0,64,64,0
aws-sdk-mq,1.100.0,2026-07-14,ok,53248,11,0,64,64,0,62,2,0,0,,2407,7075,0,64,0,64,64,0
imagen,0.2.0,2024-08-25,ok,10240,8,0,64,64,0,60,4,0,0,,307,423,0,64,0,64,64,0
aws-sdk-iotthingsgraph,1.73.0,2026-07-09,ok,45056,11,0,64,64,0,62,2,0,0,,1994,5386,0,64,0,64,64,0
docker_registry2,1.19.0,2026-03-19,ok,17408,6,0,64,64,0,35,29,0,0,,479,651,0,64,0,64,64,0
rex-arch,0.1.20,2026-05-07,ok,16896,15,0,63,63,0,63,0,0,0,,1059,1517,0,63,0,63,63,0
backport,1.2.0,2021-06-13,ok,12288,11,0,63,63,0,51,12,0,0,,384,673,0,63,0,63,63,0
